SEZIONE,MUNICIPIO,TOTALE,PECORILLI SONIA,ROCCA FRANCESCO,RINALDI ROSA,BIANCHI DONATELLA,D'AMATO ALESSIO,AFFLUENZA
2183,1,314,2,134,4,30,144,0.37115839243498816
2184,1,359,2,139,4,39,175,0.3988888888888889
2185,10,294,3,152,3,47,89,0.2581211589113257
2186,1,385,4,156,5,27,193,0.41893362350380847
2187,1,373,2,145,0,39,187,0.42482915717539865
2188,10,256,1,137,0,43,75,0.2490272373540856
2189,1,357,2,166,2,24,163,0.408
2190,1,394,3,158,1,25,207,0.4539170506912442
2191,1,400,3,143,6,31,217,0.4509582863585118
2192,1,303,0,100,9,31,163,0.45223880597014926
2193,1,315,7,111,3,26,168,0.27851458885941643
2194,1,297,4,115,3,24,151,0.46919431279620855
2195,1,333,4,119,2,16,192,0.3080481036077706
2196,1,359,1,146,8,17,187,0.4891008174386921
2197,1,262,0,88,1,22,151,0.36901408450704226
2198,1,249,2,98,1,22,126,0.29784688995215314
2199,1,342,1,130,8,35,168,0.46153846153846156
2200,1,323,1,121,2,25,174,0.4708454810495627
2201,1,227,6,82,0,13,126,0.24434876210979548
2202,1,362,2,132,6,19,203,0.49118046132971505
2203,1,346,3,135,1,13,194,0.4713896457765668
2204,1,330,1,130,6,13,180,0.4700854700854701
2205,1,351,5,141,5,27,173,0.2872340425531915
2206,1,310,5,126,2,17,160,0.471841704718417
2207,1,371,3,123,4,33,208,0.4774774774774775
2208,1,360,3,140,4,19,194,0.46332046332046334
2209,1,305,0,127,1,23,154,0.29698149951314506
2210,1,254,2,93,2,24,133,0.25891946992864423
2211,1,189,1,64,1,22,101,0.22183098591549297
2212,1,209,2,129,2,13,63,0.2252155172413793
2213,1,228,1,81,2,34,110,0.41911764705882354
2214,15,229,0,126,2,11,90,0.1823248407643312
2215,15,254,0,134,2,12,106,0.3665223665223665
2216,15,276,2,157,0,8,109,0.35751295336787564
2217,15,286,0,163,0,15,108,0.3657289002557545
2218,15,314,1,129,6,17,161,0.37695078031212487
2219,15,366,3,184,0,14,165,0.38445378151260506
2220,15,227,3,124,1,26,73,0.31267217630853994
2221,15,229,2,116,2,21,88,0.22319688109161792
2222,15,248,0,115,4,15,114,0.25833333333333336
2223,15,220,0,83,3,20,114,0.20793950850661624
2224,15,257,0,152,0,6,99,0.35497237569060774
2225,15,236,4,133,1,11,87,0.29316770186335406
2226,15,378,0,236,0,15,127,0.3795180722891566
2227,15,358,3,202,0,11,142,0.3281393217231897
2228,15,365,2,220,0,14,129,0.3489483747609943
2229,15,314,1,176,0,9,128,0.3572241183162685
2230,15,300,0,192,0,11,97,0.398406374501992
2231,15,227,2,110,1,11,103,0.2833957553058677
2232,15,326,1,217,3,14,91,0.43524699599465955
2233,15,310,0,185,3,14,108,0.2410575427682737
2234,15,339,2,178,0,18,141,0.3473360655737705
2235,15,331,2,162,2,18,147,0.41951837769328265
2236,14,406,3,223,1,49,130,0.3449447748513169
2237,15,306,2,152,1,14,137,0.3100303951367781
2238,15,249,0,141,4,14,90,0.22133333333333333
2239,15,361,1,226,0,10,124,0.383634431455898
2240,15,395,0,208,0,18,169,0.40890269151138714
2241,15,349,1,229,0,20,99,0.37366167023554603
2242,15,330,4,175,2,11,138,0.3914590747330961
2243,15,343,1,211,1,9,121,0.4025821596244131
2244,15,445,0,284,2,16,143,0.4441117764471058
2245,15,335,0,181,1,21,132,0.34787123572170303
2246,13,229,2,116,2,35,74,0.27690447400241835
2247,13,245,1,126,4,28,86,0.24451097804391217
2248,13,254,4,114,1,42,93,0.2896237172177879
2249,13,232,5,106,2,34,85,0.19000819000819
2250,14,199,4,96,2,28,69,0.22384701912260968
2251,14,178,3,92,0,17,66,0.1444805194805195
2252,13,209,2,91,2,33,81,0.25394896719319565
2253,14,265,3,102,5,46,109,0.35145888594164454
2254,14,240,4,108,2,28,98,0.23233301064859632
2255,14,287,5,120,3,48,111,0.3333333333333333
2256,14,283,4,146,1,31,101,0.34261501210653755
2257,10,312,2,158,6,60,86,0.27956989247311825
2258,14,274,5,119,5,35,110,0.33578431372549017
2259,13,272,5,137,4,32,94,0.29791894852135814
2260,13,255,3,117,2,45,88,0.30984204131227217
2261,13,248,2,116,2,32,96,0.41333333333333333
2262,13,266,8,138,1,35,84,0.2654690618762475
2263,13,247,4,109,2,25,107,0.24626121635094717
2264,13,236,2,93,2,25,114,0.24405377456049637
2265,13,277,4,119,4,44,106,0.2795156407669021
2266,13,261,1,124,1,29,106,0.28967813540510545
2267,13,233,1,112,0,30,90,0.2709302325581395
2268,13,216,4,112,0,27,73,0.23529411764705882
2269,13,257,3,141,4,26,83,0.24593301435406698
2270,13,258,4,150,0,24,80,0.31386861313868614
2271,14,246,6,113,2,33,92,0.3565217391304348
2272,14,292,7,130,6,37,112,0.3348623853211009
2273,14,262,1,131,5,26,99,0.3887240356083086
2274,14,257,4,111,1,31,110,0.38763197586727
2275,14,407,6,234,5,54,108,0.30856709628506446
2276,11,229,1,136,3,25,64,0.2928388746803069
2277,14,305,2,144,1,36,122,0.36835748792270534
2278,14,143,6,81,0,17,39,0.1359315589353612
2279,14,217,4,125,0,39,49,0.2729559748427673
2280,12,258,3,169,6,22,58,0.29965156794425085
2281,14,190,5,77,2,29,77,0.1682905225863596
2282,14,308,10,132,4,47,115,0.3142857142857143
2283,14,188,8,93,0,32,55,0.17786187322611163
2284,14,265,4,137,3,37,84,0.3035509736540664
2285,14,269,0,165,1,34,69,0.32606060606060605
2286,14,189,1,110,5,35,38,0.21749136939010358
2287,14,186,3,102,0,42,39,0.22572815533980584
2288,14,188,1,113,0,26,48,0.2323856613102596
2289,14,302,5,158,0,40,99,0.3233404710920771
2290,14,314,4,130,2,48,130,0.46726190476190477
2291,13,273,3,134,2,42,92,0.32269503546099293
2292,13,247,1,138,3,20,85,0.21515679442508712
2293,13,250,1,124,0,22,103,0.2226179875333927
2294,13,221,3,103,2,26,87,0.23560767590618337
2295,14,344,3,164,1,50,126,0.35647668393782384
2296,14,303,2,133,0,58,110,0.3940182054616385
2297,14,206,3,102,1,31,69,0.19452313503305005
2298,14,232,6,107,3,34,82,0.2196969696969697
2299,14,261,3,120,2,49,87,0.3522267206477733
2300,14,395,3,196,3,59,134,0.40224032586558045
2301,4,279,2,164,1,33,79,0.2897196261682243
2302,14,285,0,143,6,47,89,0.3364817001180638
2303,14,33,0,19,0,2,12,0.04954954954954955
2304,14,292,3,155,3,41,90,0.30259067357512953
2305,14,262,4,140,1,41,76,0.3438320209973753
2306,14,158,0,64,4,22,68,0.14821763602251406
2307,14,157,2,79,2,23,51,0.1710239651416122
2308,14,212,4,112,7,29,60,0.3045977011494253
2309,14,170,7,78,1,26,58,0.17364657814096016
2310,14,306,3,135,4,44,120,0.3621301775147929
2311,14,239,9,106,5,31,88,0.29875
2312,14,297,8,163,6,36,84,0.32004310344827586
2313,14,165,2,75,0,27,61,0.14423076923076922
2314,14,203,4,87,1,32,79,0.17203389830508475
2315,14,194,2,67,3,30,92,0.20638297872340425
2316,14,133,2,54,0,22,55,0.1251175917215428
2317,14,186,3,76,3,17,87,0.16548042704626334
2318,14,407,2,179,2,53,171,0.38688212927756654
2319,14,261,0,99,1,31,130,0.33163913595933925
2320,14,264,3,117,2,26,116,0.38995568685376664
2321,14,246,1,91,0,46,108,0.36444444444444446
2322,14,132,0,86,0,13,33,0.22719449225473323
2323,14,208,5,86,1,30,86,0.3076923076923077
2324,14,412,9,126,3,60,214,0.38612933458294285
2325,14,197,4,91,1,28,73,0.30637636080870917
2326,14,220,4,105,4,23,84,0.26570048309178745
2327,14,160,2,79,2,16,61,0.14652014652014653
2328,14,219,4,85,3,36,91,0.3054393305439331
2329,14,243,5,91,3,33,111,0.39067524115755625
2330,14,199,7,82,1,23,86,0.15534738485558158
2331,14,230,6,113,1,28,82,0.3859060402684564
2332,14,169,1,96,2,10,60,0.19204545454545455
2333,14,208,5,82,2,23,96,0.18891916439600362
2334,14,168,0,80,0,18,70,0.13872832369942195
2335,14,245,3,134,4,22,82,0.20298260149130073
2336,15,337,3,194,3,12,125,0.39415204678362575
2337,15,337,1,176,0,29,131,0.3838268792710706
2338,15,328,3,160,1,18,146,0.42213642213642216
2339,15,319,0,174,1,14,130,0.29
2340,13,173,0,113,3,20,37,0.24297752808988765
2341,13,196,7,123,0,31,35,0.2710926694329184
2342,13,247,1,140,0,38,68,0.2930011862396204
2343,13,101,1,56,0,13,31,0.11014176663031625
2344,13,229,3,123,1,32,70,0.244136460554371
2345,13,382,3,239,2,42,96,0.3365638766519824
2346,13,383,4,256,4,32,87,0.3410507569011576
2347,14,385,3,241,2,46,93,0.3232577665827036
2348,14,319,5,161,9,46,98,0.2570507655116841
2349,14,300,7,156,3,43,91,0.24916943521594684
2350,4,243,7,113,3,34,86,0.22967863894139887
2351,14,229,2,122,4,22,79,0.31761442441054094
2352,14,161,4,82,1,33,41,0.13784246575342465
2353,15,292,0,210,3,12,67,0.28239845261121854
2354,14,234,1,94,2,22,115,0.24735729386892177
2355,14,400,1,178,2,36,183,0.4489337822671156
2356,14,321,1,183,1,21,115,0.44645340751043117
2357,14,306,0,108,3,34,161,0.36515513126491644
2358,14,329,1,175,2,23,128,0.35529157667386607
2359,15,401,2,214,1,18,166,0.37617260787992496
2360,15,388,1,258,2,15,112,0.34767025089605735
2361,15,434,1,266,0,27,140,0.3537082314588427
2362,15,387,1,233,3,14,136,0.35833333333333334
2363,15,434,1,282,1,11,139,0.36936170212765956
2364,15,354,3,220,0,21,110,0.3342776203966006
2365,15,406,0,237,0,21,148,0.36347358997314233
2366,14,363,3,200,0,23,137,0.45318352059925093
2367,14,343,6,162,4,40,131,0.42293464858199753
2368,14,360,2,156,2,37,163,0.39691289966923926
2369,14,305,2,129,6,27,141,0.336644591611479
2370,14,240,4,125,2,31,78,0.364741641337386
2371,14,304,3,123,10,47,121,0.412483039348711
2372,14,274,2,133,4,43,92,0.3433583959899749
2373,14,335,5,129,8,47,146,0.3442959917780062
2374,14,261,1,124,1,31,104,0.32222222222222224
2375,14,269,4,127,4,28,106,0.33667083854818525
2376,14,234,3,121,2,31,77,0.31409395973154364
2377,14,276,6,118,1,45,106,0.39598278335724535
2378,14,290,5,137,0,43,105,0.39780521262002744
2379,14,292,5,130,2,48,107,0.2584070796460177
2380,14,282,6,118,5,31,122,0.3983050847457627
2381,14,367,4,156,4,53,150,0.4010928961748634
2382,14,153,0,99,2,17,35,0.11832946635730858
2383,14,385,2,204,1,30,148,0.33565823888404533
2384,14,339,2,184,1,49,103,0.31215469613259667
2385,14,354,1,207,3,39,104,0.29873417721518986
2386,14,223,2,131,1,33,56,0.277363184079602
2387,14,290,5,177,3,34,71,0.2871287128712871
2388,14,248,3,144,2,27,72,0.21946902654867256
2389,14,280,3,169,0,25,83,0.2504472271914132
2390,14,314,6,162,2,37,107,0.30935960591133005
2391,14,321,3,167,1,53,97,0.300561797752809
2392,14,351,7,191,1,56,96,0.30337078651685395
2393,14,465,6,227,8,64,160,0.37022292993630573
2394,14,210,3,81,2,47,77,0.21761658031088082
2395,14,351,2,149,2,58,140,0.37945945945945947
2396,14,331,5,148,2,49,127,0.33434343434343433
2397,14,218,2,127,2,34,53,0.3579638752052545
2398,14,281,3,126,0,38,114,0.32298850574712645
2399,14,288,5,141,1,50,91,0.3711340206185567
2400,14,309,6,113,2,62,126,0.37273823884197826
2401,14,219,1,94,1,45,78,0.3004115226337449
2402,14,339,9,196,0,33,101,0.3834841628959276
2403,14,381,1,241,2,40,97,0.38877551020408163
2404,15,136,2,85,0,10,39,0.11418975650713686
2405,15,225,2,128,2,25,68,0.37815126050420167
2406,15,369,5,236,7,37,84,0.3554913294797688
2407,15,372,5,202,4,36,125,0.3570057581573896
2408,15,245,3,149,1,27,65,0.30934343434343436
2409,15,332,6,187,5,27,107,0.3422680412371134
2410,15,287,2,200,0,30,55,0.36421319796954316
2411,15,336,6,201,2,43,84,0.29015544041450775
2412,15,320,0,199,0,22,99,0.3411513859275053
2413,15,117,0,67,3,12,35,0.121875
2414,15,250,2,167,2,13,66,0.286697247706422
2415,15,348,1,231,1,9,106,0.31521739130434784
2416,15,275,0,168,2,13,92,0.31828703703703703
2417,15,382,1,221,1,19,140,0.3392539964476021
2418,15,376,2,263,2,30,79,0.38722966014418125
2419,15,349,2,237,0,21,89,0.29327731092436976
2420,15,301,1,236,1,14,49,0.3436073059360731
2421,15,326,3,232,0,25,66,0.39515151515151514
2422,15,308,8,192,3,31,74,0.3826086956521739
2423,15,357,3,270,3,19,62,0.3538156590683845
2424,15,264,3,158,0,22,81,0.36923076923076925
2425,15,304,5,165,4,45,85,0.3568075117370892
2426,15,249,2,136,0,29,82,0.34535367545076284
2427,14,145,2,69,1,22,51,0.13475836431226765
2428,14,146,1,64,0,20,61,0.14285714285714285
2429,14,190,6,91,2,30,61,0.14694508894044858
2430,14,284,2,129,2,44,107,0.35678391959798994
2431,14,213,3,114,2,18,76,0.19906542056074766
2432,14,219,4,97,3,27,88,0.2310126582278481
2433,14,195,4,117,2,16,56,0.15853658536585366
2434,15,261,6,151,1,15,88,0.4003067484662577
2435,15,266,1,132,4,23,106,0.2239057239057239
2436,15,195,6,89,1,21,78,0.16897746967071056
2437,15,277,0,117,0,18,142,0.37432432432432433
2438,15,250,2,131,1,18,98,0.22935779816513763
2439,15,198,1,103,0,27,67,0.2776998597475456
2440,15,213,2,83,0,26,102,0.2088235294117647
2441,15,209,6,91,1,37,74,0.30071942446043165
2442,15,209,0,119,0,17,73,0.312406576980568
2443,15,207,0,108,1,26,72,0.3165137614678899
2444,15,176,1,87,1,21,66,0.14332247557003258
2445,15,158,1,100,0,14,43,0.16475495307612095
2446,15,139,4,94,0,16,25,0.1063504208110176
2447,15,200,4,82,3,24,87,0.3454231433506045
2448,15,157,2,74,1,18,62,0.1562189054726368
2449,15,156,1,86,2,11,56,0.13379073756432247
2450,15,239,2,141,2,17,77,0.3238482384823848
2451,15,255,4,132,4,28,87,0.3039332538736591
2452,15,270,3,140,0,25,102,0.38028169014084506
2453,15,180,3,96,4,28,49,0.2459016393442623
2454,15,244,2,116,2,31,93,0.24522613065326634
2455,15,254,3,127,1,29,94,0.23132969034608378
2456,15,144,2,79,0,4,59,0.1991701244813278
2457,15,222,0,124,2,14,82,0.18469217970049917
2458,15,262,1,137,0,16,108,0.4152139461172742
2459,15,183,1,102,1,13,66,0.16835326586936522
2460,15,265,3,127,0,30,105,0.32595325953259535
2461,15,245,0,125,1,12,107,0.3624260355029586
2462,15,278,1,141,5,19,112,0.26251180358829085
2463,15,240,1,125,0,8,106,0.18404907975460122
2464,15,310,0,164,0,7,139,0.3879849812265332
2465,15,262,3,153,2,17,87,0.3393782383419689
2466,15,331,5,159,1,32,134,0.357451403887689
2467,15,218,5,106,3,28,76,0.3858407079646018
2468,15,311,2,175,1,35,98,0.28663594470046083
2469,15,256,7,146,1,19,83,0.4012539184952978
2470,15,455,1,259,2,28,165,0.4001759014951627
2471,15,263,0,158,0,23,82,0.3083235638921454
2472,15,350,1,223,5,26,95,0.343811394891945
2473,15,324,2,175,2,37,108,0.3698630136986301
2474,15,402,6,228,2,38,128,0.3157894736842105
2475,15,275,3,158,2,24,88,0.2685546875
2476,15,344,5,219,1,34,85,0.32761904761904764
2477,15,322,6,192,1,32,91,0.3378803777544596
2478,15,418,3,241,2,23,149,0.32939322301024426
2479,15,197,2,110,1,15,69,0.2312206572769953
2480,15,173,1,107,2,18,45,0.17196819085487078
2481,15,329,3,146,1,33,146,0.40318627450980393
2482,15,279,2,164,2,18,93,0.34275184275184273
2483,15,266,7,143,2,34,80,0.34545454545454546
2484,15,276,3,141,3,20,109,0.3670212765957447
2485,15,231,5,108,2,14,102,0.319060773480663
2486,15,182,3,94,2,24,59,0.1461847389558233
2487,15,320,3,163,4,45,105,0.4020100502512563
2488,15,114,3,64,0,11,36,0.1875
2489,15,294,4,141,2,25,122,0.40947075208913647
2490,15,262,5,144,0,25,88,0.25119846596356665
2491,15,219,1,121,2,20,75,0.3220588235294118
2492,15,220,3,114,1,15,87,0.32116788321167883
2493,15,231,8,113,2,24,84,0.3387096774193548
2494,15,89,0,62,0,12,15,0.08068902991840435
2495,15,125,0,78,0,16,31,0.22977941176470587
2496,15,154,0,95,1,24,34,0.12887029288702928
2497,15,211,4,140,1,13,53,0.15876598946576373
2498,15,383,3,242,2,43,93,0.36897880539499034
2499,15,282,3,196,1,25,57,0.3263888888888889
2500,15,240,1,144,2,25,68,0.3053435114503817
2501,15,174,0,116,0,16,42,0.3326959847036329
2502,15,217,2,138,3,15,59,0.3273001508295626
2503,15,241,1,155,3,20,62,0.3673780487804878
2504,15,314,1,204,0,37,72,0.3121272365805169
2505,15,280,4,199,2,37,38,0.2845528455284553
2506,15,331,2,230,2,37,60,0.32011605415860733
2507,15,292,3,192,0,28,69,0.28377065111758987
2508,15,333,3,218,1,19,92,0.3016304347826087
2509,15,401,7,228,2,40,124,0.3554964539007092
2510,6,371,8,199,2,51,111,0.3214904679376083
2511,9,273,4,155,0,39,75,0.42457231726283046
2512,8,408,6,164,3,43,192,0.38857142857142857
2513,9,255,3,146,1,43,62,0.2103960396039604
2514,9,484,2,269,1,53,159,0.3708812260536398
2515,10,361,2,240,2,41,76,0.3243486073674753
2516,10,414,6,187,2,101,118,0.32268121590023385
2517,14,201,0,101,26,28,46,0.20019920318725098
2518,1,225,3,85,5,22,110,0.22015655577299412
2519,1,382,4,111,6,59,202,0.37377690802348335
2520,4,398,3,195,5,57,138,0.39096267190569745
2521,3,231,2,108,1,19,101,0.2558139534883721
2522,3,211,1,106,0,22,82,0.1773109243697479
2523,4,323,7,143,3,60,110,0.35223555070883317
2524,5,199,4,116,2,25,52,0.279887482419128
2525,7,296,2,135,6,45,108,0.30833333333333335
2526,7,300,1,105,2,44,148,0.43352601156069365
2527,7,405,4,155,3,82,161,0.34177215189873417
2528,9,444,2,258,0,64,120,0.40808823529411764
2529,9,442,10,224,3,75,130,0.3921916592724046
2530,12,261,5,63,6,30,157,0.332484076433121
2531,8,522,5,229,1,62,225,0.43645484949832775
2532,10,362,5,157,5,73,122,0.3172655565293602
2533,13,145,4,66,0,23,52,0.1345083487940631
2534,14,171,2,75,6,34,54,0.14369747899159663
2535,2,4,0,4,0,0,0,0.003389830508474576
2536,10,273,5,115,4,59,90,0.2182254196642686
2537,8,15,0,7,0,0,8,0.016574585635359115
2538,10,275,2,148,3,45,77,0.21739130434782608
2539,3,309,2,133,8,39,127,0.3304812834224599
2540,6,337,6,185,2,47,97,0.2622568093385214
2541,6,266,3,164,1,36,62,0.2826780021253985
2542,6,318,3,167,5,56,87,0.25853658536585367
2543,7,223,2,112,2,43,64,0.3227206946454414
2544,7,457,5,236,1,57,158,0.35426356589147284
2545,7,248,2,122,2,42,80,0.35127478753541075
2546,9,401,1,218,0,41,141,0.40628166160081053
2547,13,400,2,219,5,42,132,0.3418803418803419
2548,10,401,2,235,2,47,115,0.32390953150242324
2549,11,402,7,201,1,66,127,0.31211180124223603
2550,13,325,3,195,3,37,87,0.3259779338014042
2551,14,447,2,229,6,60,150,0.29602649006622517
2552,10,329,7,156,6,85,75,0.276006711409396
2553,11,249,5,135,1,25,83,0.19212962962962962
2554,12,390,2,214,2,42,130,0.38767395626242546
2555,6,300,1,145,4,54,96,0.28142589118198874
2556,10,367,7,203,1,79,77,0.2896606156274665
2557,6,327,7,177,2,58,83,0.2662866449511401
2558,6,138,3,89,2,16,28,0.1490280777537797
2559,6,263,3,159,2,37,62,0.26169154228855723
2560,10,366,0,201,0,60,105,0.29163346613545815
2561,9,325,0,133,2,74,116,0.32663316582914576
2562,3,331,1,148,6,57,119,0.3036697247706422
2563,3,356,4,161,3,51,137,0.307426597582038
2564,3,390,4,198,2,35,151,0.3469750889679715
2565,7,381,3,229,2,46,101,0.32016806722689073
2566,9,446,2,213,3,61,167,0.3562300319488818
2567,14,296,1,142,1,42,110,0.26194690265486725
2568,11,7,0,5,0,1,1,
2569,2,70,2,30,1,6,31,
2570,2,48,1,20,0,7,20,
2571,2,22,0,13,0,3,6,
2572,4,40,0,22,1,7,10,
2573,5,28,2,13,0,0,13,
2574,1,18,0,11,0,1,6,
2575,1,18,1,5,1,3,8,
2576,1,12,0,5,1,1,5,
2577,7,20,0,8,0,1,11,
2578,6,42,0,21,1,7,13,
2579,9,32,0,19,0,1,12,
2580,12,32,0,13,0,6,13,
2581,12,53,1,20,0,13,19,
2582,12,34,1,19,1,3,10,
2583,8,29,0,10,0,3,16,
2584,9,15,0,7,0,1,7,
2585,9,37,0,20,0,5,12,
2586,13,17,0,9,0,1,7,
2587,14,30,0,16,0,4,10,
2588,14,38,1,21,0,4,12,
2589,14,33,0,19,1,4,9,
2590,14,13,0,6,0,1,6,
2591,10,20,0,7,2,6,5,
2592,12,25,0,8,0,3,14,
2593,11,20,0,6,0,2,12,
2594,13,6,0,3,0,1,2,
2595,13,42,4,23,1,3,11,0.7368421052631579
2596,13,24,1,13,0,3,7,
2597,11,23,1,11,0,2,9,
2598,15,29,0,17,1,4,7,
2599,14,50,0,28,0,2,20,
2600,15,75,4,44,1,6,20,
2601,12,26,0,11,0,4,11,
