SEZIONE,MUNICIPIO,TOTALE,PECORILLI SONIA,ROCCA FRANCESCO,RINALDI ROSA,BIANCHI DONATELLA,D'AMATO ALESSIO,AFFLUENZA
553,4,241,3,128,3,33,74,0.25638297872340426
554,4,278,8,144,2,31,93,0.3943262411347518
555,4,236,2,134,4,40,56,0.3053040103492885
556,4,338,3,146,4,38,147,0.378076062639821
557,4,234,7,110,3,19,95,0.31923601637107774
558,4,300,7,111,6,44,132,0.4
559,4,265,6,95,4,56,104,0.3732394366197183
560,4,271,2,108,0,22,139,0.34088050314465407
561,4,385,7,165,6,44,163,0.4230769230769231
562,4,388,3,199,2,38,146,0.40165631469979296
563,4,400,3,168,6,57,166,0.3755868544600939
564,4,231,10,111,2,40,68,0.26042841037204056
565,4,180,6,86,3,28,57,0.28346456692913385
566,4,220,8,127,1,23,61,0.2842377260981912
567,4,291,3,135,3,51,99,0.3395565927654609
568,4,472,8,184,5,78,197,0.43144424131627057
569,4,229,2,87,3,42,95,0.3128415300546448
570,4,181,7,88,4,20,62,0.2685459940652819
571,4,312,3,127,4,42,136,0.41711229946524064
572,4,349,4,139,5,47,154,0.4179640718562874
573,4,324,1,154,3,39,127,0.44566712517193946
574,4,313,5,90,3,47,168,0.35407239819004527
575,4,339,10,122,0,45,162,0.3534932221063608
576,4,367,5,148,7,47,160,0.4189497716894977
577,15,353,3,235,4,29,82,0.3121131741821397
578,5,332,2,174,3,49,104,0.3616557734204793
579,5,329,3,157,7,49,113,0.3870588235294118
580,5,270,0,123,5,52,90,0.33540372670807456
581,5,271,3,117,8,31,112,0.35657894736842105
582,5,269,4,145,5,37,78,0.32965686274509803
583,5,266,3,116,4,27,116,0.344559585492228
584,5,171,2,70,6,35,58,0.2602739726027397
585,5,207,4,96,2,37,68,0.29529243937232524
586,5,186,7,92,6,23,58,0.246684350132626
587,5,258,4,124,3,43,84,0.3282442748091603
588,5,285,8,121,4,42,110,0.3345070422535211
589,5,177,1,108,3,25,40,0.2543103448275862
590,5,276,6,146,3,36,85,0.3480453972257251
591,5,293,3,144,0,45,101,0.3737244897959184
592,5,371,0,162,6,47,156,0.3901156677181914
593,5,368,6,214,2,31,115,0.4365361803084223
594,5,254,1,133,1,23,96,0.3391188251001335
595,9,380,5,182,0,46,147,0.3784860557768924
596,5,371,4,172,6,48,141,0.3669634025717112
597,5,288,3,158,2,37,88,0.30605738575983
598,5,332,2,169,2,51,108,0.4139650872817955
599,5,287,1,138,2,32,114,0.33372093023255817
600,5,302,2,138,4,44,114,0.3660606060606061
601,5,346,8,189,5,35,109,0.3473895582329317
602,5,304,5,154,0,45,100,0.3984272608125819
603,5,346,1,176,2,46,121,0.3986175115207373
604,5,144,1,80,2,22,39,0.17755856966707767
605,5,103,0,69,5,17,12,0.19360902255639098
606,5,125,1,72,2,16,34,0.19654088050314467
607,5,161,3,83,4,23,48,0.23435225618631733
608,5,164,2,77,1,31,53,0.1844769403824522
609,5,199,1,99,11,29,59,0.29394387001477107
610,5,282,4,128,8,50,92,0.26062846580406657
611,5,265,6,125,4,43,87,0.3231707317073171
612,5,199,4,103,2,28,62,0.19820717131474103
613,5,214,3,106,2,47,56,0.29517241379310344
614,5,279,5,134,3,40,97,0.3059210526315789
615,5,190,3,106,1,21,59,0.1645021645021645
616,6,332,4,189,6,45,88,0.2830349531116795
617,5,328,8,156,6,60,98,0.332657200811359
618,5,276,7,131,4,43,91,0.3026315789473684
619,5,224,4,122,0,39,59,0.30601092896174864
620,5,227,1,115,6,37,68,0.28553459119496855
621,5,259,2,133,3,33,88,0.31701346389228885
622,5,224,0,106,3,32,83,0.33532934131736525
623,5,225,3,114,2,34,72,0.23784355179704017
624,5,217,3,98,6,45,65,0.21379310344827587
625,5,220,4,112,5,34,65,0.19520851818988466
626,5,300,2,155,5,50,88,0.33519553072625696
627,6,339,2,197,1,60,79,0.2727272727272727
628,5,335,3,172,4,45,111,0.3377016129032258
629,5,136,4,68,4,22,38,0.13102119460500963
630,5,263,2,124,2,45,90,0.2622133599202393
631,5,297,1,176,1,40,79,0.3378839590443686
632,5,201,6,101,0,28,66,0.18075539568345322
633,5,200,1,94,1,34,70,0.25125628140703515
634,5,229,6,134,2,25,62,0.33925925925925926
635,5,303,5,155,3,39,101,0.3650602409638554
636,5,255,0,126,0,62,67,0.35075653370013754
637,5,262,2,124,0,46,90,0.2799145299145299
638,5,269,6,109,3,33,118,0.41965678627145087
639,5,276,0,110,1,42,123,0.27517447657028915
640,5,294,3,151,1,37,102,0.45161290322580644
641,5,279,3,137,5,33,101,0.3806275579809004
642,5,283,4,141,0,38,100,0.4677685950413223
643,5,201,3,105,3,26,64,0.18010752688172044
644,4,342,8,132,4,34,164,0.32695984703632885
645,4,373,6,146,4,56,161,0.4332171893147503
646,4,302,3,130,4,44,121,0.33555555555555555
647,4,323,4,128,3,44,144,0.4222222222222222
648,4,420,4,139,3,58,216,0.4580152671755725
649,4,356,5,114,3,51,183,0.44114002478314746
650,4,332,4,121,4,48,155,0.37986270022883295
651,4,446,14,142,3,48,239,0.4961067853170189
652,4,437,7,169,9,68,184,0.4668803418803419
653,4,353,4,123,3,56,167,0.48622589531680444
654,4,368,9,162,3,44,150,0.40043525571273125
655,4,312,5,170,4,45,88,0.25060240963855424
656,4,198,0,103,0,41,54,0.21521739130434783
657,5,355,6,173,3,43,130,0.34299516908212563
658,5,165,3,93,3,22,44,0.28205128205128205
659,5,207,5,107,1,30,64,0.32547169811320753
660,5,151,2,95,4,24,26,0.24552845528455283
661,5,256,4,151,2,37,62,0.30260047281323876
662,5,356,2,218,4,34,98,0.30220713073005095
663,5,274,5,132,2,45,90,0.3325242718446602
664,5,263,1,149,4,31,78,0.3316519546027743
665,5,358,11,216,0,32,99,0.37447698744769875
666,5,309,2,188,1,35,83,0.3507377979568672
667,5,276,4,159,4,40,69,0.35705045278137126
668,5,379,3,223,3,56,94,0.28032544378698226
669,5,337,3,149,3,48,134,0.3336633663366337
670,5,334,1,178,2,63,90,0.30642201834862387
671,5,303,2,183,3,45,70,0.3615751789976134
672,5,310,2,187,1,34,86,0.31536113936927773
673,5,286,5,157,4,47,73,0.31777777777777777
674,5,228,5,129,4,37,53,0.29533678756476683
675,5,248,7,165,4,24,48,0.27524972253052166
676,5,272,3,152,1,39,77,0.32419547079856975
677,6,154,2,111,2,16,23,0.14012738853503184
678,6,201,0,122,6,27,46,0.28551136363636365
679,6,297,3,159,2,45,88,0.29939516129032256
680,6,258,2,132,1,33,90,0.28258488499452356
681,6,287,5,174,6,40,62,0.2898989898989899
682,6,272,2,157,2,36,75,0.2513863216266174
683,6,336,4,194,3,43,92,0.2899050905953408
684,6,163,0,92,2,29,40,0.16481294236602628
685,6,271,0,136,3,77,55,0.2576045627376426
686,6,268,3,170,3,31,61,0.2516431924882629
687,6,300,2,203,1,32,62,0.26905829596412556
688,6,395,4,207,4,50,130,0.3607305936073059
689,6,349,4,187,2,50,106,0.30721830985915494
690,6,306,3,174,5,43,81,0.31384615384615383
691,6,289,5,179,2,37,66,0.24103419516263552
692,6,297,9,197,1,40,50,0.23990306946688206
693,6,297,1,202,1,34,59,0.2891918208373905
694,6,306,1,191,3,46,65,0.2991202346041056
695,6,217,0,146,1,4,66,0.1992653810835629
696,5,157,3,84,5,13,52,0.14839319470699433
697,6,280,5,144,3,21,107,0.29075804776739356
698,6,289,1,119,5,39,125,0.3498789346246973
699,6,244,4,114,3,42,81,0.28110599078341014
700,6,225,2,87,3,31,102,0.22233201581027667
701,6,200,3,102,1,31,63,0.1865671641791045
702,6,199,2,102,2,25,68,0.2983508245877061
703,6,138,2,69,10,18,39,0.134765625
704,6,178,1,94,34,16,33,0.25722543352601157
705,6,240,2,103,3,30,102,0.32653061224489793
706,6,166,2,88,0,21,55,0.16666666666666666
707,6,254,2,125,1,30,96,0.3108935128518972
708,6,179,3,88,0,26,62,0.18491735537190082
709,6,245,3,151,3,25,63,0.24647887323943662
710,6,292,3,176,7,58,48,0.34679334916864607
711,6,261,3,143,5,33,77,0.302784222737819
712,6,295,4,202,4,35,50,0.3224043715846995
713,6,298,3,184,5,36,70,0.3429228998849252
714,6,270,6,156,1,34,73,0.28272251308900526
715,6,272,1,177,2,42,50,0.2821576763485477
716,6,291,4,163,6,45,73,0.28641732283464566
717,6,311,6,164,5,64,72,0.33731019522776573
718,6,247,1,161,1,30,54,0.29794933655006034
719,6,273,4,157,9,26,77,0.3234597156398104
720,6,272,4,148,4,34,82,0.30804077010192527
721,6,229,4,147,0,28,50,0.2906091370558376
722,6,230,4,118,0,49,59,0.26106696935300794
723,6,260,1,144,4,43,68,0.27689030883919064
724,6,252,5,144,0,43,60,0.2906574394463668
725,6,214,2,146,3,20,43,0.2801047120418848
726,6,193,2,135,3,25,28,0.28720238095238093
727,6,177,2,117,2,19,37,0.22519083969465647
728,6,308,2,180,2,55,69,0.3355119825708061
729,6,207,1,107,4,25,70,0.3150684931506849
730,6,267,5,151,2,41,68,0.26435643564356437
731,6,246,3,149,2,33,59,0.2956730769230769
732,6,198,5,107,5,35,46,0.26720647773279355
733,6,256,4,160,2,43,47,0.340878828229028
734,6,195,4,107,2,39,43,0.16956521739130434
735,6,121,4,66,3,18,30,0.121
736,6,112,3,55,1,24,29,0.10200364298724955
737,6,98,2,60,2,11,23,0.11395348837209303
738,6,136,3,66,0,33,34,0.22113821138211381
739,6,141,2,58,1,33,47,0.15048025613660618
740,6,80,0,50,2,16,12,0.07312614259597806
741,6,123,0,67,1,20,35,0.10817941952506596
742,6,75,1,42,3,16,13,0.06643046944198405
743,6,243,1,173,2,25,42,0.2131578947368421
744,6,67,0,42,1,5,19,0.06215213358070501
745,6,145,0,79,3,36,27,0.1730310262529833
746,6,101,3,58,1,14,25,0.09360518999073215
747,6,96,1,73,0,11,11,0.09186602870813397
748,6,95,1,64,2,4,24,0.10532150776053215
749,6,270,9,134,4,54,69,0.3341584158415842
750,6,164,2,82,4,35,41,0.27986348122866894
751,6,117,4,70,0,21,22,0.17700453857791226
752,6,171,4,102,1,29,35,0.27403846153846156
753,6,229,1,124,5,36,63,0.318941504178273
754,6,308,1,170,2,51,84,0.3984476067270375
755,6,258,3,145,1,34,75,0.3108433734939759
756,6,226,3,137,3,21,62,0.28974358974358977
757,6,255,6,157,0,32,60,0.33031088082901555
758,6,261,4,161,2,25,69,0.2815533980582524
759,6,417,1,251,2,65,98,0.3548936170212766
760,6,296,7,192,0,37,60,0.2962962962962963
761,6,321,4,210,2,37,68,0.2745936698032506
762,6,285,6,162,10,54,53,0.25333333333333335
763,6,321,8,181,4,62,66,0.2672772689425479
764,6,286,3,189,0,41,53,0.24891209747606616
765,6,312,2,165,4,53,88,0.25763831544178367
766,6,313,6,195,0,41,71,0.2728857890148213
767,6,215,0,129,0,40,46,0.2660891089108911
768,6,258,2,160,3,44,49,0.22203098106712565
769,6,289,3,182,1,46,57,0.24408783783783783
770,6,312,2,209,1,35,65,0.26735218508997427
771,6,268,3,175,0,29,61,0.23488168273444346
772,6,305,3,185,3,42,72,0.2680140597539543
773,6,275,5,175,2,26,67,0.26570048309178745
774,6,220,3,138,2,39,38,0.29411764705882354
775,6,218,0,142,1,30,45,0.1871244635193133
776,6,307,1,212,1,41,52,0.25583333333333336
777,6,316,2,217,3,38,56,0.2628951747088186
778,6,295,0,192,2,37,64,0.2706422018348624
779,6,271,1,180,0,27,63,0.24908088235294118
780,6,351,5,199,6,48,93,0.31007067137809186
781,6,268,5,183,3,40,37,0.22616033755274262
782,6,315,5,191,1,39,79,0.28610354223433243
783,6,262,0,158,1,31,72,0.29638009049773756
784,6,335,3,200,6,42,84,0.3087557603686636
785,6,342,3,237,0,39,63,0.3007915567282322
786,6,226,2,136,1,21,66,0.30376344086021506
787,6,316,3,213,3,28,69,0.3095004897159647
788,6,338,5,231,4,36,62,0.3045045045045045
789,6,349,2,219,4,54,70,0.3418217433888345
790,6,266,0,161,1,31,73,0.3220338983050847
791,6,281,5,156,1,44,75,0.30345572354211664
792,6,370,6,243,2,56,63,0.3530534351145038
793,6,296,2,206,1,32,55,0.287378640776699
794,6,250,1,150,0,45,54,0.23277467411545624
795,6,422,5,255,2,57,103,0.3299452697419859
796,6,278,5,167,3,41,62,0.27335299901671584
797,6,330,4,210,2,40,74,0.3021978021978022
798,6,311,5,204,2,34,66,0.36078886310904873
799,6,346,2,217,1,41,85,0.3151183970856102
800,6,380,4,222,5,59,90,0.37073170731707317
801,6,408,4,239,5,48,112,0.3279742765273312
802,6,372,5,237,2,54,74,0.3144547759932375
803,6,297,3,158,3,35,98,0.308411214953271
804,6,305,3,208,5,35,54,0.3220696937697994
805,6,286,2,182,0,36,66,0.30985915492957744
806,6,283,1,161,2,35,84,0.37384412153236457
807,6,358,3,205,1,47,102,0.3857758620689655
808,6,306,2,167,1,38,98,0.3660287081339713
809,6,287,3,163,5,63,53,0.3011542497376705
810,6,204,2,117,5,33,47,0.24431137724550897
811,6,264,2,167,2,37,56,0.31353919239904987
812,6,296,4,164,2,39,87,0.34498834498834496
813,6,247,5,104,3,26,109,0.3402203856749311
814,6,117,3,80,1,9,24,0.11348205625606207
815,6,284,4,160,2,51,67,0.30148619957537154
816,6,278,3,180,2,29,64,0.2892819979188345
817,6,100,2,41,2,12,43,0.10718113612004287
818,6,281,3,200,1,22,55,0.3418491484184915
819,6,379,6,200,1,62,110,0.3903192584963955
820,6,331,3,163,2,44,119,0.3391393442622951
821,6,443,3,235,2,45,158,0.4113277623026927
822,6,427,5,223,4,56,139,0.4178082191780822
823,6,435,7,228,2,52,146,0.36989795918367346
824,6,340,2,206,3,28,101,0.2715654952076677
825,6,347,5,195,5,60,82,0.2911073825503356
826,6,320,2,157,4,44,113,0.36613272311212813
827,6,353,3,145,6,68,131,0.3979706877113867
828,1,208,4,66,5,21,112,0.21073961499493415
829,1,221,2,105,1,17,96,0.38501742160278746
830,1,251,0,64,4,28,155,0.32982917214191854
831,1,267,2,90,0,26,149,0.41013824884792627
832,1,222,4,101,4,13,100,0.392226148409894
833,1,304,3,82,8,19,192,0.40587449933244324
834,1,221,0,66,0,17,138,0.26951219512195124
835,1,327,3,93,8,23,200,0.3954050785973398
836,1,285,1,110,7,37,130,0.4025423728813559
837,1,352,1,116,4,26,205,0.4512820512820513
838,1,376,6,133,5,33,199,0.4423529411764706
839,1,347,6,144,6,28,163,0.44147582697201015
840,1,170,0,72,2,10,86,0.15917602996254682
841,1,325,1,112,3,31,178,0.4623044096728307
842,10,387,3,181,3,66,134,0.33564614050303554
843,1,322,0,135,4,15,168,0.3052132701421801
844,7,404,2,226,4,69,103,0.36363636363636365
845,1,407,3,168,3,21,212,0.4191555097837281
846,1,357,3,98,6,36,214,0.39666666666666667
847,1,298,4,102,3,29,160,0.41274238227146814
848,7,339,3,148,0,53,135,0.3575949367088608
849,9,512,4,263,0,88,157,0.4155844155844156
850,9,445,4,252,5,58,126,0.3531746031746032
851,1,391,0,127,8,45,211,0.43014301430143015
852,1,319,7,96,3,37,176,0.4084507042253521
853,1,334,0,141,1,15,177,0.33874239350912777
854,7,381,5,130,5,39,202,0.4118918918918919
855,7,344,2,150,4,45,143,0.41545893719806765
856,3,310,4,145,1,50,110,0.3402854006586169
857,7,311,4,119,3,20,165,0.393173198482933
858,7,294,4,112,3,34,141,0.37404580152671757
859,7,420,3,193,2,46,176,0.40618955512572535
860,7,240,5,82,5,35,113,0.1864801864801865
861,7,358,4,125,5,64,160,0.4292565947242206
862,7,365,3,155,2,53,152,0.3385899814471243
863,7,336,4,118,2,53,159,0.3644251626898048
864,7,344,1,142,4,34,163,0.42002442002442003
865,7,393,6,144,6,45,192,0.4189765458422175
866,7,351,6,124,2,33,186,0.4244256348246675
867,7,257,0,89,3,35,130,0.25395256916996045
868,7,324,4,129,1,46,144,0.41116751269035534
869,7,333,4,105,3,32,189,0.404126213592233
870,7,245,0,86,4,24,131,0.3695324283559578
871,7,289,2,119,3,24,141,0.41051136363636365
872,7,267,5,122,3,41,96,0.2870967741935484
873,7,492,4,213,14,41,220,0.44686648501362397
874,7,288,5,127,5,32,119,0.4608
875,7,320,4,149,4,50,113,0.3579418344519016
876,7,364,3,159,3,42,157,0.4
877,7,385,2,163,4,51,165,0.3781925343811395
878,7,336,4,138,4,39,151,0.36363636363636365
879,7,317,2,129,5,43,138,0.39184177997527814
880,7,372,1,134,6,59,172,0.4241733181299886
881,7,211,1,68,3,29,110,0.37279151943462896
882,7,240,1,103,4,32,100,0.21428571428571427
883,7,300,3,132,6,43,116,0.37082818294190356
884,7,270,3,90,7,40,130,0.3813559322033898
885,7,241,2,94,2,39,104,0.21048034934497817
886,7,372,2,166,3,47,154,0.44023668639053254
887,7,349,7,146,5,34,157,0.437892095357591
888,7,304,4,139,2,28,131,0.418732782369146
889,7,277,4,115,2,53,103,0.3546734955185659
890,7,370,5,148,6,46,165,0.4322429906542056
891,7,349,0,167,6,39,137,0.4319306930693069
892,7,272,2,115,0,34,121,0.2305084745762712
893,7,268,4,135,1,30,98,0.32524271844660196
894,7,324,3,135,9,43,134,0.3182711198428291
895,7,289,3,117,2,26,141,0.2663594470046083
896,7,292,3,123,1,29,136,0.40443213296398894
897,7,256,1,103,5,39,108,0.3646723646723647
898,7,261,3,108,3,27,120,0.21786310517529214
899,7,228,3,98,0,28,99,0.3624801271860095
900,7,251,7,78,3,42,121,0.3915756630265211
901,7,296,1,136,3,35,121,0.37185929648241206
902,7,307,2,122,2,38,143,0.4281729428172943
903,7,289,3,102,4,42,138,0.36215538847117795
904,7,288,1,118,1,48,120,0.3687580025608195
905,7,210,1,80,4,24,101,0.2023121387283237
906,7,305,3,96,2,49,155,0.3875476493011436
907,7,219,1,88,2,37,91,0.19176882661996497
908,7,321,4,109,7,39,162,0.37543859649122807
909,7,267,2,105,1,31,128,0.39322533136966126
910,7,279,4,112,4,43,116,0.3656618610747051
911,7,278,2,108,1,35,132,0.3577863577863578
912,7,357,3,161,7,50,136,0.4131944444444444
913,7,269,1,110,0,29,129,0.25
914,7,290,1,129,0,33,127,0.4289940828402367
915,7,367,8,149,10,49,151,0.4184720638540479
916,7,275,2,133,7,31,102,0.3900709219858156
917,7,303,9,119,2,45,128,0.3199577613516367
918,7,216,2,94,4,23,93,0.181360201511335
919,7,300,4,145,7,39,105,0.26833631484794274
920,5,246,3,91,5,33,114,0.3203125
921,5,344,7,145,6,56,130,0.416969696969697
922,5,205,3,69,9,34,90,0.22379912663755458
923,5,255,4,114,6,29,102,0.30871670702179177
924,5,273,4,120,6,44,99,0.220873786407767
925,5,225,2,92,2,33,96,0.30120481927710846
926,5,150,2,71,6,19,52,0.1450676982591876
927,5,168,3,65,5,31,64,0.18280739934711643
928,5,188,5,74,2,27,80,0.3027375201288245
929,5,180,4,66,9,20,81,0.3157894736842105
930,5,287,7,124,6,39,111,0.3011542497376705
931,7,255,3,108,5,45,94,0.37833827893175076
932,5,401,3,181,6,42,169,0.3471861471861472
933,5,262,2,127,2,46,85,0.3488681757656458
934,5,229,4,125,5,33,62,0.21086556169429096
935,5,383,3,140,5,58,177,0.33017241379310347
936,9,359,2,171,1,54,131,0.2913961038961039
937,5,143,3,44,5,43,48,0.26
938,5,174,5,53,2,35,79,0.27230046948356806
939,5,139,1,45,0,24,69,0.12235915492957747
940,5,174,7,55,6,30,76,0.14609571788413098
941,7,234,0,105,4,38,87,0.36
942,7,320,6,150,5,37,122,0.2901178603807797
943,7,285,1,150,1,35,98,0.3484107579462103
944,7,238,1,113,1,30,93,0.20804195804195805
945,7,221,2,100,2,29,88,0.25578703703703703
946,7,352,3,176,7,37,129,0.41411764705882353
947,7,340,4,151,5,48,132,0.35233160621761656
948,7,380,4,166,3,49,158,0.4166666666666667
949,9,284,4,151,3,62,64,0.29218106995884774
950,7,272,2,128,1,32,109,0.35324675324675325
951,7,272,2,121,6,36,107,0.37725381414701803
952,7,312,4,142,3,42,121,0.37910085054678005
953,7,212,3,88,6,33,82,0.3413848631239936
954,7,334,5,127,11,45,146,0.40240963855421685
955,7,305,6,127,3,56,113,0.3955901426718547
956,7,352,6,134,7,56,149,0.3826086956521739
957,7,271,4,110,4,36,117,0.2595785440613027
958,7,238,6,79,4,36,113,0.3361581920903955
959,7,337,2,120,11,45,159,0.3878020713463751
960,7,288,5,97,6,39,141,0.2546419098143236
961,7,271,4,76,4,62,125,0.3370646766169154
962,7,445,1,159,5,36,244,0.44455544455544455
963,7,294,2,106,4,28,154,0.4218077474892396
964,7,284,2,90,2,29,161,0.38430311231393777
965,7,303,1,128,6,24,144,0.3066801619433198
966,7,384,1,166,5,29,183,0.40981856990394877
967,7,267,3,85,2,30,147,0.2870967741935484
968,7,375,2,129,5,26,213,0.43252595155709345
969,7,406,2,113,0,47,244,0.4592760180995475
970,7,386,7,132,1,35,211,0.48553459119496856
971,7,302,2,132,3,38,127,0.4370477568740955
972,7,399,4,137,4,56,198,0.44730941704035876
973,7,316,4,97,4,36,175,0.3940149625935162
974,7,328,3,118,4,38,165,0.3966142684401451
975,7,367,6,125,10,43,183,0.4082313681868743
976,7,263,0,119,5,32,107,0.3741109530583215
977,7,375,4,127,4,54,186,0.395987328405491
978,7,315,2,112,6,34,161,0.32574974146845914
979,7,290,4,104,9,16,157,0.2777777777777778
980,7,310,4,119,0,29,158,0.39092055485498106
981,7,330,4,141,25,31,129,0.46089385474860334
982,7,344,2,100,3,25,214,0.3409316154608523
983,7,333,4,143,5,38,143,0.4274711168164313
984,7,270,3,112,2,13,140,0.24839006439742412
985,7,320,2,114,3,23,178,0.4134366925064599
986,7,322,4,140,7,33,138,0.4
987,7,213,1,77,3,32,100,0.3717277486910995
988,7,383,9,132,20,67,155,0.42041712403951703
989,7,307,2,110,4,36,155,0.4050131926121372
990,7,271,1,80,4,45,141,0.3921852387843705
991,7,306,5,113,4,54,130,0.383939774153074
992,7,295,1,110,5,41,138,0.3601953601953602
993,7,292,3,113,4,27,145,0.4027586206896552
994,7,250,3,80,0,30,137,0.3443526170798898
995,7,381,1,164,6,34,176,0.42569832402234636
996,7,316,5,112,4,50,145,0.39748427672955977
997,7,371,3,111,6,43,208,0.4264367816091954
998,7,388,1,151,2,55,179,0.43792325056433407
999,7,274,0,99,2,26,147,0.29718004338394793
1000,7,234,2,67,3,32,130,0.21062106210621062
1001,7,231,3,79,2,31,116,0.22340425531914893
1002,7,343,0,133,2,49,159,0.4260869565217391
1003,7,358,5,140,2,52,159,0.41102181400688864
1004,7,377,3,122,1,55,196,0.4106753812636166
1005,7,281,3,103,0,33,142,0.2556869881710646
1006,7,247,3,85,4,34,121,0.2289156626506024
1007,7,355,1,123,4,35,192,0.46772068511198944
1008,7,365,11,120,2,58,174,0.30723905723905726
1009,9,357,4,163,4,63,123,0.2623071271124173
1010,7,473,4,208,15,42,204,0.4178445229681979
1011,9,384,0,205,2,43,134,0.3037974683544304
1012,7,436,6,201,5,51,173,0.41132075471698115
1013,7,428,8,190,3,49,178,0.39740018570102137
1014,7,230,2,92,1,27,108,0.38397328881469117
1015,7,239,0,101,0,38,100,0.4134948096885813
1016,7,176,1,52,1,36,86,0.1806981519507187
1017,7,339,4,142,6,36,151,0.3704918032786885
1018,7,304,9,124,6,43,122,0.37952559300873906
1019,7,345,3,143,2,48,149,0.4151624548736462
1020,7,307,2,140,1,41,123,0.31135902636916835
1021,7,323,7,131,8,36,141,0.4486111111111111
1022,7,376,6,138,4,42,186,0.4789808917197452
1023,8,44,0,31,1,4,8,0.036303630363036306
1024,7,291,5,141,6,29,110,0.3419506462984724
1025,7,298,4,132,3,51,108,0.3088082901554404
1026,7,151,6,66,1,28,50,0.13482142857142856
1027,7,310,4,99,3,66,138,0.3813038130381304
1028,7,203,0,96,2,33,72,0.2199349945828819
1029,7,239,2,117,2,34,84,0.29615861214374223
1030,7,217,2,97,5,30,83,0.29049531459170014
1031,7,225,7,101,4,33,80,0.3196022727272727
1032,7,192,2,72,8,39,71,0.3106796116504854
1033,7,215,7,97,4,27,80,0.3028169014084507
1034,7,205,4,83,2,39,77,0.22043010752688172
1035,7,178,6,69,2,34,67,0.30016863406408095
1036,7,188,1,70,4,24,89,0.281437125748503
1037,7,230,2,73,6,47,102,0.2465166130760986
1038,7,210,3,94,4,31,78,0.2978723404255319
1039,7,164,1,66,0,32,65,0.18262806236080179
1040,7,241,4,106,3,24,104,0.3001245330012453
1041,7,255,1,119,3,34,98,0.37390029325513197
1042,10,391,7,202,4,65,113,0.33361774744027306
1043,7,217,2,91,3,39,82,0.33129770992366414
1044,7,188,2,98,1,28,59,0.2785185185185185
1045,7,203,5,91,2,23,82,0.2937771345875543
1046,7,181,1,80,3,24,73,0.3099315068493151
1047,7,204,1,91,3,27,82,0.27983539094650206
1048,7,213,0,96,5,27,85,0.3380952380952381
1049,7,246,6,110,2,37,91,0.3867924528301887
1050,7,243,2,93,3,36,109,0.40703517587939697
1051,7,251,5,122,0,30,94,0.21731601731601732
1052,7,232,5,89,6,39,93,0.3613707165109034
1053,7,215,4,90,4,29,88,0.2821522309711286
1054,7,249,3,116,5,38,87,0.3378561736770692
1055,7,253,1,120,2,39,91,0.32147395171537485
1056,7,238,7,104,1,35,91,0.30512820512820515
1057,7,170,5,69,6,23,67,0.1471861471861472
1058,7,342,0,155,1,52,134,0.4023529411764706
1059,9,386,1,220,2,38,125,0.3788027477919529
1060,7,316,3,123,9,37,144,0.30531400966183575
1061,7,250,8,102,6,43,91,0.2390057361376673
1062,7,234,4,112,9,42,67,0.29733163913595934
1063,7,250,6,105,7,31,101,0.3255208333333333
1064,7,296,1,105,4,55,131,0.26811594202898553
1065,7,295,4,105,1,58,127,0.41607898448519043
1066,7,386,3,166,4,54,159,0.4298440979955457
1067,7,295,5,104,10,44,132,0.3933333333333333
1068,7,155,2,71,1,16,65,0.13584574934268187
1069,7,249,2,108,1,34,104,0.40096618357487923
1070,7,121,3,67,2,25,24,0.10642040457343888
1071,7,288,0,139,1,42,106,0.36363636363636365
1072,7,351,4,137,3,42,165,0.421875
1073,7,122,1,74,0,16,31,0.11466165413533834
1074,9,352,2,185,4,31,130,0.34075508228460794
1075,6,136,0,75,8,31,22,0.09826589595375723
1076,7,336,4,153,6,46,127,0.34890965732087226
1077,7,352,6,130,8,73,135,0.3740701381509033
1078,7,259,2,103,1,64,89,0.27263157894736845
1079,7,287,5,122,3,50,107,0.36936936936936937
1080,7,251,2,98,2,62,87,0.33827493261455527
1081,7,190,2,73,6,35,74,0.15484922575387122
1082,7,263,0,106,2,61,94,0.3079625292740047
1083,7,244,6,91,7,50,90,0.36472346786248133
1084,7,176,0,90,2,31,53,0.22535211267605634
1085,7,288,1,144,4,39,100,0.3764705882352941
1086,7,216,2,121,1,23,69,0.22857142857142856
1087,7,306,4,123,2,60,117,0.40369393139841686
1088,7,209,3,99,0,32,75,0.31859756097560976
1089,7,167,2,85,0,32,48,0.2609375
1090,5,182,3,80,3,31,65,0.2770167427701674
1091,7,263,7,108,7,49,92,0.4109375
1092,7,230,2,96,7,30,95,0.35769828926905134
1093,7,318,4,110,7,28,169,0.45821325648414984
1094,7,298,3,105,7,40,143,0.3989290495314592
1095,7,396,5,115,13,49,214,0.43043478260869567
1096,7,333,3,137,4,48,141,0.38901869158878505
1097,7,277,3,98,5,34,137,0.24491600353669318
1098,7,358,2,141,3,44,168,0.4419753086419753
1099,7,354,2,151,4,31,166,0.30569948186528495
1100,7,390,5,154,6,53,172,0.42391304347826086
1101,7,237,1,108,2,30,96,0.21293800539083557
1102,7,371,3,113,3,67,185,0.3946808510638298
1103,7,382,2,165,0,33,182,0.4841571609632446
1104,7,425,5,171,5,58,186,0.46806167400881055
1105,7,357,2,143,1,32,179,0.44074074074074077
1106,7,225,2,100,1,26,96,0.3353204172876304
1107,7,330,3,139,2,38,148,0.4114713216957606
