SEZIONE,PARTITO DELLE BUONE MANIERE,MPL MOVIMENTO POLITICO LIBERTAS,"IL POPOLO DELLA FAMIGLIA ""NO GENDER NELLE SCUOLE""",DEMOS DEMOCRAZIA SOLIDALE,LISTA CIVICA GUALTIERI SINDACO,PARTITO SOCIALISTA ITALIANO PSI,ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SINISTRA CIVICA ECOLOGISTA,EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PD PARTITO DEMOCRATICO,CALENDA SINDACO,PARTITO COMUNISTA MARCO RIZZO,POTERE AL POPOLO,FIGLI D'ITALIA BAMBINI NEL MONDO CARLO PRIOLO SINDACO,MOVIMENTO STORICO ROMANO LISTA NERONE,REVOLUZIONE CIVICA,RICONQUISTARE L'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA,RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LISTA CIVICA MICHETTI SINDACO,LEGA SALVINI PREMIER,FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE DI,PARTITO LIBERALE EUROPEO ROMA CON MICHETTI,ITALIA DEI VALORI,VERITA' 3V LIBERTA',CULTURA E INNOVAZIONE ROMA ECOLOGISTA VIRGINIA RAGGI SINDACA,"SPORTIVI PER ROMA ""VIRGINIA RAGGI SINDACA""","MOVIMENTO CINQUE STELLE ""2050""","ROMA DECIDE ""VIRGINIA RAGGI SINDACA""","LISTA CIVICA ""VIRGINIA RAGGI""","CON LE DONNE PER ROMA ""VIRGINIA RAGGI SINDACA""",PARTITO COMUNISTA DEI LAVORATORI,PCI,PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,PROGETTO CIVICO ATTIVA ROMA,MOVIMENTO IDEA SOCIALE M.I.S.,ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,TOTALE,AFFLUENZA
1139,0,0,0,3,30,2,11,16,1,61,42,0,8,0,0,18,1,52,4,5,28,4,0,0,2,4,1,47,4,20,1,1,1,2,0,0,2,372,0.5486725663716814
1140,0,0,0,2,35,1,7,6,1,51,45,0,2,1,1,5,2,55,8,7,32,10,0,0,0,8,1,44,0,18,6,0,2,0,1,1,3,356,0.4817320703653586
1141,0,0,0,0,37,0,5,4,1,83,51,1,1,0,2,7,0,50,5,3,14,11,0,0,2,3,2,48,1,18,2,0,1,3,0,1,0,356,0.4593548387096774
1142,0,0,0,8,21,0,0,9,1,58,44,0,2,0,0,4,2,50,6,5,13,13,1,1,0,4,2,50,0,22,0,0,2,0,0,0,1,319,0.44305555555555554
1143,0,0,1,20,33,0,6,9,2,54,46,1,0,0,0,6,0,33,6,13,19,24,2,0,3,4,1,42,2,10,3,1,0,3,0,0,0,344,0.4393358876117497
1144,0,0,0,3,38,2,8,13,6,66,87,4,0,0,4,10,0,77,12,5,34,10,2,1,4,0,1,42,1,14,2,0,5,0,0,3,1,455,0.5038759689922481
1145,1,0,0,1,21,3,0,4,1,53,67,1,0,0,0,4,0,44,5,5,16,12,0,4,2,5,3,4,0,13,0,0,3,0,0,0,0,273,0.48576512455516013
1146,0,0,0,0,44,0,7,17,2,52,38,3,2,0,1,9,1,39,8,10,16,13,0,2,1,1,6,39,0,19,0,0,1,0,0,0,1,332,0.5115562403697997
1147,0,0,0,5,27,0,5,11,2,39,23,2,2,0,0,5,0,43,10,12,18,7,0,0,1,10,0,38,0,13,3,0,0,3,0,0,1,280,0.4560260586319218
1148,0,0,1,5,31,0,4,17,6,71,81,2,3,0,0,10,0,64,6,5,15,10,0,3,0,2,6,62,3,30,3,0,0,2,0,0,0,442,0.5357575757575758
1149,0,0,0,1,19,1,7,7,3,39,28,1,2,0,7,5,1,40,6,8,12,9,0,1,1,3,3,46,2,14,5,0,2,0,1,1,2,277,0.4301242236024845
1150,0,0,0,1,45,1,4,23,3,68,53,2,1,0,0,6,0,59,6,4,17,8,0,1,1,3,2,56,3,30,4,2,2,0,1,1,2,411,0.4852420306965762
1151,0,0,0,4,75,3,0,15,4,62,55,1,3,0,0,8,4,57,8,7,33,4,0,0,3,3,3,46,3,10,3,0,1,1,0,0,0,416,0.5073170731707317
1152,0,1,2,4,27,0,4,8,5,90,63,2,2,0,0,17,1,97,12,9,36,19,0,0,1,8,7,106,0,37,6,0,1,1,1,1,0,568,0.5187214611872146
1153,0,0,1,2,30,2,6,12,3,77,47,2,3,0,1,22,0,96,10,14,27,23,1,1,4,6,5,120,4,35,3,1,1,2,2,1,2,566,0.4904679376083189
1154,0,0,0,0,9,3,1,10,2,40,30,0,1,0,0,7,0,72,8,14,20,18,0,0,2,8,10,77,0,24,2,0,1,0,0,1,3,363,0.4347305389221557
1155,0,0,1,5,17,2,4,3,1,51,36,0,0,0,0,13,0,91,16,14,31,21,0,0,5,11,2,59,2,26,4,0,0,1,0,0,0,416,0.3586206896551724
1156,0,2,0,4,23,0,5,7,1,48,41,6,1,0,0,11,0,103,18,23,30,18,1,0,2,7,5,96,3,34,2,0,3,2,0,0,0,497,0.47696737044145876
1157,0,0,0,1,19,0,16,6,2,62,33,0,2,0,1,9,2,71,6,6,7,12,0,2,0,4,6,60,2,14,5,0,2,3,0,1,0,354,0.4270205066344994
1158,0,0,0,7,26,0,5,5,1,105,66,1,0,0,1,12,0,81,11,14,15,17,1,0,3,9,6,90,1,38,6,1,0,1,1,0,2,526,0.497164461247637
1159,0,0,0,3,23,3,4,11,2,68,55,0,3,0,0,21,1,82,9,8,19,19,3,0,4,1,4,53,1,19,2,1,5,1,1,0,3,429,0.4936708860759494
1160,0,0,0,6,26,1,7,6,1,76,78,1,1,0,2,31,0,108,10,17,39,24,3,2,6,3,4,75,2,33,1,0,1,1,0,0,4,569,0.4721991701244813
1161,0,0,2,4,25,4,7,9,1,99,71,2,1,0,0,14,0,167,7,6,36,20,0,2,5,6,0,84,0,28,2,0,3,1,0,0,1,607,0.5092281879194631
1162,1,0,0,5,30,2,8,19,3,97,84,0,1,0,0,13,0,93,11,2,28,12,1,0,8,4,5,79,4,50,5,0,1,5,0,0,1,572,0.48107653490328006
1163,0,0,0,3,15,0,1,4,3,60,33,2,2,0,0,6,0,66,5,10,11,18,0,0,1,4,2,32,0,15,1,1,2,2,0,0,9,308,0.4224965706447188
1164,0,2,0,8,28,0,14,17,1,89,50,4,2,0,0,12,0,88,6,6,22,6,0,0,2,7,5,55,1,27,3,0,0,1,0,2,2,460,0.5330243337195828
1165,0,0,2,3,23,0,4,6,2,56,68,2,5,0,2,4,0,85,9,5,29,11,0,0,3,7,5,63,0,29,6,0,0,0,0,1,1,432,0.44398766700924974
1166,0,0,0,6,14,2,3,7,1,49,52,2,2,0,2,14,1,115,18,11,27,24,0,0,6,9,5,74,1,33,3,0,2,1,1,4,6,496,0.4635514018691589
1167,1,0,2,2,27,0,8,8,1,48,48,0,2,0,0,1,0,67,10,8,21,11,1,0,1,6,3,52,1,28,1,1,1,0,0,0,0,360,0.46094750320102434
1168,0,0,4,3,23,1,14,7,1,77,74,3,0,0,0,24,0,84,28,5,30,20,1,0,4,7,6,63,1,32,2,0,2,0,0,0,1,517,0.48362956033676335
1169,0,0,1,3,25,1,4,6,2,67,65,1,0,0,0,25,0,115,7,15,25,16,1,0,8,2,3,77,3,23,4,0,1,1,0,0,1,502,0.5289778714436248
1170,0,0,2,1,29,1,7,4,6,59,57,1,0,0,0,18,2,78,12,10,26,19,0,0,7,5,2,70,0,32,2,0,2,3,0,0,0,455,0.47643979057591623
1171,0,0,0,0,20,1,7,6,3,50,55,1,1,0,0,21,0,93,12,9,33,10,1,1,1,7,2,88,0,43,4,0,2,0,0,0,1,472,0.49166666666666664
1172,0,1,0,9,18,3,4,2,4,65,70,5,1,0,0,16,2,106,6,13,16,16,1,3,2,7,1,55,0,15,0,0,2,0,0,1,2,447,0.4720168954593453
1173,0,0,0,0,16,0,4,2,1,68,83,1,1,0,0,25,0,102,8,7,28,17,0,0,3,4,5,61,0,29,8,0,0,0,0,1,5,481,0.48782961460446245
1174,0,0,0,2,23,1,5,4,3,64,57,2,1,0,0,8,0,77,11,8,24,5,4,2,2,3,3,54,3,25,0,0,1,2,0,0,1,395,0.44431946006749157
1175,0,0,0,1,14,0,6,5,6,57,45,0,1,0,1,9,1,88,5,7,15,12,0,1,0,6,3,53,1,22,3,1,2,0,0,0,1,369,0.501358695652174
1176,0,0,0,0,8,1,4,3,3,57,54,0,1,0,0,9,0,69,3,8,15,13,0,0,3,5,2,37,1,11,0,0,1,4,0,0,2,314,0.5198675496688742
1177,0,3,1,0,17,2,5,2,1,81,57,4,0,1,0,13,0,118,8,12,18,10,0,0,4,3,2,66,0,40,3,0,2,2,0,1,2,478,0.5117773019271948
1178,0,0,1,0,16,1,0,5,3,50,56,0,4,0,1,6,1,56,8,9,23,6,0,0,2,5,5,61,7,25,3,1,0,1,0,0,0,356,0.42634730538922155
1179,0,0,1,2,18,2,9,1,0,61,47,1,3,0,0,7,0,63,10,5,15,16,1,0,1,4,1,53,0,26,2,0,1,1,1,0,1,353,0.4725568942436412
1180,0,0,1,0,19,0,7,0,3,49,50,0,3,0,0,5,0,84,2,2,17,4,0,1,1,4,5,61,0,23,10,0,1,1,0,0,3,356,0.4708994708994709
1181,0,0,0,0,7,1,3,2,1,49,44,0,4,0,0,8,1,57,5,11,17,5,1,0,0,5,3,44,1,14,3,0,1,0,0,1,0,288,0.5383177570093458
1182,0,0,1,4,17,0,4,3,0,46,60,0,2,0,0,6,0,57,6,9,18,9,0,0,0,4,0,34,0,17,0,0,0,0,0,0,0,299,0.5146299483648882
1183,0,0,0,8,24,0,4,4,0,62,55,1,0,0,0,7,0,72,2,5,19,13,1,1,3,5,1,71,2,26,2,0,2,2,0,0,1,393,0.5390946502057613
1184,1,0,1,1,14,1,1,0,0,70,52,5,0,0,0,8,2,39,3,2,6,9,1,0,2,6,3,43,0,18,3,0,2,0,0,0,0,293,0.38350785340314136
1185,0,0,1,5,27,0,3,3,4,71,65,1,5,0,0,15,0,107,7,6,34,12,1,0,6,4,1,54,1,40,2,0,1,2,0,2,1,481,0.5256830601092897
1186,0,0,2,1,16,1,3,4,2,51,62,0,0,0,0,13,1,80,10,13,19,15,0,0,4,4,0,70,2,19,3,0,0,1,0,3,0,399,0.42446808510638295
1187,0,0,0,1,25,0,3,4,2,46,50,2,9,0,0,21,0,105,14,10,33,19,1,0,0,5,4,66,0,24,3,0,2,3,0,0,0,452,0.45472837022132795
1188,0,0,2,0,24,0,1,6,1,57,52,0,1,0,1,7,0,107,7,5,33,27,2,2,2,7,1,76,2,28,6,0,0,2,0,1,3,463,0.4534769833496572
1189,0,0,0,8,24,0,4,4,0,62,55,1,0,0,0,7,0,72,2,5,19,13,1,1,3,5,1,71,2,26,2,0,2,2,0,0,1,393,0.39858012170385393
1190,0,0,0,4,17,3,3,2,8,51,57,3,0,0,0,5,0,92,15,12,40,16,0,0,9,7,6,73,1,34,5,1,3,6,0,1,1,475,0.4460093896713615
1191,0,0,0,0,24,0,3,5,8,65,62,2,1,0,0,11,0,100,13,14,36,24,0,0,10,6,3,81,0,36,3,0,3,2,0,0,1,513,0.534375
1192,0,0,1,0,25,0,4,6,2,57,64,0,2,0,1,13,7,105,9,8,20,27,0,1,4,3,2,69,1,24,5,0,1,2,1,0,0,466,0.46322067594433397
1193,0,0,0,1,16,1,3,3,1,36,50,1,1,0,0,11,0,62,8,7,34,12,0,1,2,5,3,50,0,28,2,0,1,0,0,0,0,339,0.3737596471885336
1194,0,0,0,4,14,1,1,6,1,19,58,0,0,0,0,2,1,54,10,4,18,12,0,0,1,0,0,20,0,13,1,0,1,1,0,0,0,246,0.4979757085020243
1195,0,0,0,0,4,0,2,4,1,7,32,0,0,0,0,0,0,23,7,4,5,21,0,0,0,0,2,15,0,6,0,0,0,0,0,0,0,133,0.41304347826086957
1196,0,0,0,3,8,0,2,3,4,56,36,1,1,0,1,0,0,85,10,3,20,30,0,0,3,2,2,57,1,25,10,0,0,0,0,2,2,368,0.4471445929526124
1197,0,0,0,2,30,0,5,4,1,61,53,0,0,0,0,0,0,113,14,10,17,31,0,0,6,3,2,28,0,19,2,0,0,0,0,2,1,405,0.48736462093862815
1198,0,0,2,2,12,0,5,8,4,55,45,0,3,0,0,1,3,136,18,14,22,41,1,0,8,7,4,48,0,25,4,0,3,0,0,1,0,472,0.46825396825396826
1199,0,0,0,5,37,0,19,10,2,80,125,2,1,0,0,7,0,131,6,18,35,37,1,0,1,5,1,69,1,33,4,1,2,0,0,1,3,643,0.553832902670112
1200,0,0,0,10,2,1,5,5,4,75,62,0,2,0,0,2,0,89,6,12,31,43,1,1,3,4,1,55,0,17,3,1,1,1,1,1,0,439,0.4470468431771894
1201,0,0,0,6,20,0,5,3,5,59,66,3,0,0,0,2,1,116,8,9,30,18,0,1,5,6,4,63,2,21,5,0,6,5,0,3,4,478,0.44840525328330205
1202,0,1,0,3,14,1,0,7,6,60,49,1,0,0,2,4,0,97,3,6,22,35,1,0,5,1,6,56,0,22,4,0,2,1,0,2,1,412,0.47465437788018433
1203,0,0,0,0,16,1,1,5,0,77,31,1,0,0,0,0,1,149,7,7,29,51,0,1,3,2,2,50,0,17,1,0,4,1,0,2,1,460,0.5180180180180181
1204,0,0,0,0,17,0,2,1,3,115,2,0,0,0,0,0,0,143,8,9,21,23,1,0,0,4,2,41,1,17,1,0,0,0,1,0,0,412,0.4051130776794494
1205,0,0,0,3,21,3,0,3,3,44,63,0,3,0,0,0,0,122,13,13,18,18,0,1,2,4,1,64,1,64,2,0,3,0,0,3,3,477,0.391304347826087
1206,0,0,0,3,4,0,2,4,3,39,27,0,0,0,0,0,0,77,5,4,31,18,0,0,5,2,1,22,0,8,0,0,2,0,0,1,0,258,0.25146198830409355
1207,0,0,0,5,30,1,5,4,9,57,147,2,2,0,0,2,0,127,9,18,50,32,0,1,2,10,3,79,2,24,2,0,0,1,0,0,0,624,0.4691729323308271
1208,0,0,1,2,22,2,3,6,7,57,88,3,2,0,0,6,3,117,8,7,33,26,0,2,0,7,4,69,0,27,5,0,1,1,0,3,0,512,0.5014691478942214
1209,0,0,1,2,18,0,1,4,3,47,37,0,1,0,0,7,0,88,7,11,31,17,1,1,0,2,5,50,1,24,2,0,0,0,1,1,1,364,0.4455324357405141
1210,0,0,0,2,10,2,2,4,6,32,6,0,0,0,0,5,0,52,6,14,29,25,1,1,9,3,5,46,0,16,0,0,1,0,0,1,2,283,0.37683089214380827
1211,0,1,0,3,23,2,3,10,0,66,70,2,2,0,0,4,1,121,7,8,20,36,0,0,8,5,5,73,4,31,1,0,2,0,0,1,1,512,0.46972477064220186
1212,0,0,0,3,23,1,5,0,5,69,54,0,0,0,0,0,0,119,4,15,23,34,0,0,0,3,4,41,1,40,0,0,0,0,0,0,0,444,0.4475806451612903
1213,0,0,0,1,10,2,4,3,5,27,57,0,3,0,0,2,0,76,8,13,9,19,0,0,2,2,4,28,1,18,1,0,3,0,0,0,0,298,0.4401772525849335
1214,0,0,2,1,17,2,4,3,2,36,40,2,0,0,0,2,0,92,14,20,34,26,0,0,6,3,6,61,2,45,6,0,2,6,0,1,0,435,0.36401673640167365
1215,0,0,0,4,13,2,8,9,5,69,63,1,2,0,0,0,1,86,14,13,35,24,0,1,3,9,6,83,0,71,1,0,2,1,2,0,0,529,0.43900414937759336
1216,0,0,0,10,15,4,4,6,4,54,62,1,5,0,0,0,1,125,6,12,10,22,3,0,5,2,3,76,0,39,2,0,0,0,0,0,3,475,0.4764292878635908
1217,0,0,0,18,25,2,14,2,5,173,83,3,5,0,0,3,4,51,9,9,21,8,1,1,1,4,2,51,2,11,2,0,2,1,0,0,2,515,0.48954372623574144
1218,0,0,2,3,23,1,1,5,1,61,138,1,0,0,0,1,0,90,11,13,9,11,1,0,4,3,1,19,1,13,1,0,0,0,0,0,2,416,0.5495376486129459
1219,0,0,0,0,23,1,5,13,7,61,82,1,5,0,0,1,0,109,6,14,15,18,1,0,3,4,0,48,2,19,4,0,1,0,0,0,0,443,0.5051311288483467
1220,1,0,0,4,38,4,16,33,6,170,66,2,2,0,1,0,0,43,9,8,15,5,0,0,4,6,2,42,1,9,2,0,3,3,0,3,0,498,0.503030303030303
1221,0,0,0,6,36,3,22,30,11,142,88,3,2,0,0,3,1,43,5,4,7,7,0,1,2,6,2,26,0,10,1,0,4,1,0,0,3,469,0.5485380116959064
1222,0,0,0,4,22,0,24,37,4,134,63,3,5,0,0,1,2,31,6,13,5,7,0,0,1,3,2,31,0,7,0,0,4,0,0,0,3,412,0.5971014492753624
1223,0,0,0,3,23,2,17,16,9,117,57,0,3,0,0,1,4,62,6,13,12,7,1,1,1,6,3,34,0,14,0,0,1,2,0,1,0,416,0.5239294710327456
1224,0,0,0,1,7,0,17,17,3,157,38,2,2,0,0,1,0,41,3,5,15,4,1,0,1,5,1,37,0,8,0,0,2,2,0,2,3,375,0.5326704545454546
1225,0,0,0,0,10,0,3,5,4,98,23,0,2,0,0,3,1,30,2,3,10,3,0,0,0,5,1,20,0,3,0,0,1,0,0,0,0,227,0.4670781893004115
1226,0,0,0,10,25,1,23,16,11,100,63,0,6,0,0,2,3,32,7,3,16,3,1,0,1,7,5,34,5,16,2,0,2,0,1,1,2,398,0.5216251638269986
1227,0,0,0,9,18,2,17,9,6,69,63,0,4,0,1,2,0,17,2,7,4,14,1,0,4,2,1,20,0,6,1,0,0,2,0,0,1,282,0.5271028037383177
1228,1,0,0,4,34,1,15,21,8,103,209,1,1,0,1,2,0,48,4,7,21,12,1,0,1,2,0,19,0,10,0,0,1,0,0,0,1,530,0.6487148102815178
1229,0,0,0,5,16,1,9,4,2,72,112,0,5,0,0,1,3,39,5,8,7,8,0,0,0,0,1,14,0,8,0,0,0,0,0,1,4,325,0.4939209726443769
1230,0,0,2,8,31,0,32,36,8,78,55,2,3,1,0,2,2,38,6,6,18,8,1,0,4,6,4,48,0,20,3,0,3,1,1,1,5,433,0.48981900452488686
1231,0,0,1,2,0,0,5,16,2,43,38,1,5,0,1,0,2,29,5,1,4,8,0,0,3,3,1,19,1,7,0,1,1,0,0,0,0,199,0.41030927835051545
1232,0,0,0,4,24,2,20,21,10,117,85,2,4,0,0,0,2,44,6,9,16,11,0,1,4,5,0,40,2,20,0,0,3,2,0,0,4,458,0.5049614112458655
1233,0,0,0,7,22,1,5,19,2,66,55,2,5,0,0,3,1,42,3,3,16,6,2,0,2,7,2,32,0,11,0,0,0,1,0,0,3,318,0.41568627450980394
1234,2,0,1,6,27,0,4,26,5,59,61,2,2,0,0,1,0,50,10,11,10,8,1,0,1,3,2,33,0,15,2,0,0,0,0,0,1,343,0.48241912798874825
1235,0,0,0,12,32,3,20,14,8,76,77,3,3,0,0,1,2,61,12,10,13,23,1,1,4,4,5,29,0,17,2,0,2,2,0,1,1,439,0.5289156626506024
1236,0,0,1,6,28,2,12,56,19,79,74,0,5,0,0,1,2,56,4,13,14,16,2,0,2,4,2,45,1,17,1,0,3,2,0,0,3,470,0.5601907032181168
1237,0,0,1,4,29,1,13,21,5,69,56,0,2,0,0,2,0,74,9,5,14,7,0,0,4,2,4,40,0,23,1,0,0,1,0,2,4,393,0.5481171548117155
1238,1,1,0,3,24,0,5,33,7,70,76,2,2,0,0,0,0,90,7,5,16,5,0,1,1,4,4,43,1,19,2,1,0,1,0,0,1,425,0.5272952853598015
1239,0,0,0,6,31,4,7,39,10,83,74,2,2,0,0,1,1,100,9,7,11,10,0,0,7,4,1,50,3,14,1,0,2,1,0,1,0,481,0.559953434225844
1240,0,0,0,7,32,1,14,36,5,81,138,0,1,0,1,1,1,111,4,8,17,11,0,0,5,4,3,68,2,21,2,0,2,0,1,2,6,585,0.5347349177330896
1241,0,0,1,3,19,0,1,18,1,56,67,1,3,0,1,0,0,39,8,8,16,9,0,1,3,0,2,24,11,3,15,1,0,0,0,0,2,315,0.5180921052631579
1242,0,0,0,1,34,0,6,41,6,76,104,1,7,0,0,0,0,77,10,4,9,11,0,1,2,1,2,32,6,21,2,0,0,1,0,0,2,457,0.5199089874857793
1243,0,0,2,4,32,0,9,27,3,64,113,1,2,0,1,0,0,37,11,3,19,9,0,0,3,3,2,28,1,16,1,0,1,2,0,1,1,397,0.5960960960960962
1244,0,0,1,0,25,2,5,42,1,82,43,0,4,0,0,1,1,43,1,4,7,8,0,0,1,2,1,30,3,16,3,0,3,4,0,0,4,337,0.4517426273458445
1245,0,0,1,0,21,1,3,39,5,53,42,3,3,0,0,0,0,53,10,6,23,5,0,1,1,3,1,37,1,8,4,0,2,3,0,0,4,333,0.44047619047619047
1246,0,0,0,1,13,0,1,21,1,43,29,2,2,0,0,0,1,31,3,3,18,7,0,0,2,6,0,29,0,13,1,0,0,0,0,0,0,228,0.4245810055865922
1247,0,0,0,8,23,4,14,46,9,70,39,2,4,0,0,0,2,41,2,2,7,5,0,0,1,9,4,63,0,12,5,0,3,1,0,0,5,381,0.4618181818181818
1248,0,0,0,1,20,1,10,23,1,43,38,0,2,0,0,0,0,50,4,4,14,4,3,0,1,0,1,45,0,12,0,0,3,0,0,1,2,283,0.3963585434173669
1249,0,0,1,3,47,0,9,37,8,106,69,5,11,0,0,2,0,51,11,3,13,11,0,1,4,7,1,53,1,19,1,0,2,0,0,0,4,480,0.5351170568561873
1250,0,1,0,2,30,1,10,31,4,92,83,2,1,0,0,1,1,58,6,3,14,13,0,1,2,6,6,69,1,12,2,1,3,0,0,1,6,463,0.5150166852057843
1251,0,1,0,1,23,0,5,15,3,56,57,0,1,0,0,1,0,41,6,1,8,10,0,3,1,1,1,21,0,12,0,1,2,1,0,1,1,275,0.4875886524822695
1252,0,0,0,3,20,2,4,22,5,54,63,0,2,0,1,1,2,74,7,8,14,10,0,0,3,5,2,48,2,15,0,0,2,4,1,2,1,377,0.49933774834437084
1253,0,0,3,2,21,0,11,33,7,89,60,1,4,0,1,0,1,56,3,6,9,9,1,0,3,5,2,46,0,12,1,0,0,3,0,0,1,390,0.5371900826446281
1254,0,0,0,0,0,3,8,35,4,78,46,1,3,0,0,0,0,29,1,10,10,7,0,2,1,2,4,28,2,17,2,0,0,0,0,0,2,295,0.4788961038961039
1255,0,0,2,0,28,1,19,28,2,67,26,0,6,0,0,2,0,47,6,8,14,4,0,0,9,3,0,36,0,15,2,0,1,1,0,0,1,329,0.4306282722513089
1256,0,1,0,5,27,1,8,54,19,79,39,1,4,0,0,3,2,54,6,9,17,13,0,0,4,3,4,54,0,15,0,0,3,0,0,1,7,433,0.5136417556346382
1257,0,0,0,4,23,1,22,43,7,88,60,2,3,0,1,2,2,45,7,3,19,5,1,0,3,12,4,41,1,16,2,0,4,4,0,0,1,426,0.5358490566037736
1258,0,0,1,5,39,2,20,54,7,84,81,1,4,0,0,1,0,46,4,4,12,8,1,0,4,5,1,40,0,21,0,0,0,0,0,1,14,461,0.5274599542334096
1259,0,0,2,9,31,0,24,75,13,109,70,3,6,0,0,0,0,40,1,8,9,7,0,0,3,0,0,43,2,16,3,0,3,1,0,0,6,484,0.580335731414868
1260,0,0,1,5,49,5,29,55,11,80,117,2,7,0,1,0,0,43,10,5,11,8,0,1,5,7,2,47,0,18,4,1,3,2,0,1,5,536,0.6104783599088838
1261,0,0,0,2,11,0,4,10,6,60,63,0,2,0,0,1,0,60,0,9,7,8,0,0,0,4,2,36,2,15,2,0,1,0,0,0,1,306,0.6095617529880478
1262,0,0,0,2,15,1,8,27,4,90,30,5,3,0,0,1,1,45,4,1,11,7,0,0,0,2,3,43,0,10,1,5,0,3,0,0,3,327,0.4579831932773109
1263,0,0,2,3,40,4,23,78,6,82,108,1,3,0,0,0,1,44,4,3,16,14,0,0,8,5,2,39,3,15,3,0,2,1,0,1,3,514,0.5698447893569845
1264,0,0,0,5,30,2,5,36,2,60,45,3,1,0,0,1,0,38,4,6,5,3,0,2,1,2,2,29,1,18,2,1,1,0,0,0,3,308,0.5356521739130434
1265,0,1,0,0,25,1,8,26,11,49,40,0,2,0,2,0,0,42,5,1,19,7,0,0,2,3,1,19,2,14,1,1,2,2,0,0,0,286,0.44
1266,0,2,0,0,24,0,10,33,0,69,63,3,5,1,1,1,1,40,4,4,9,8,0,0,0,4,3,30,0,13,0,0,2,0,0,0,4,334,0.44063324538258575
1267,0,0,0,5,32,0,10,27,5,57,67,1,1,0,0,1,0,31,9,12,4,10,0,0,2,6,1,34,1,13,0,0,1,1,0,0,10,341,0.5206106870229008
1268,0,0,1,6,18,1,7,23,2,56,55,1,1,0,0,0,1,56,4,7,13,15,0,0,3,3,4,44,0,7,1,1,2,0,0,1,1,334,0.44063324538258575
1269,0,0,1,6,31,1,20,36,5,78,14,0,8,0,0,0,2,39,11,8,16,19,1,2,3,8,4,45,1,30,2,0,2,1,0,1,23,418,0.4372384937238494
1270,0,0,1,1,23,2,2,3,6,80,33,0,1,0,1,0,0,117,15,8,34,21,2,1,6,3,3,57,0,13,1,0,3,2,0,1,0,440,0.44044044044044045
1271,0,0,0,3,31,1,13,29,7,94,72,3,7,0,0,2,2,73,9,8,24,33,0,0,6,3,3,57,1,19,3,0,2,1,0,1,4,511,0.5424628450106157
1272,0,0,0,4,17,0,7,37,3,66,51,1,4,2,0,1,3,55,6,3,13,50,1,0,2,7,6,40,2,28,3,2,2,0,0,1,1,418,0.5173267326732673
1273,0,0,1,2,5,2,2,2,2,45,21,2,1,0,2,2,1,51,2,10,18,13,0,2,2,6,2,33,1,17,2,0,1,1,0,0,1,252,0.4581818181818182
1274,0,0,1,4,24,0,1,29,4,59,56,2,5,0,0,3,0,35,4,6,14,24,0,0,5,4,1,54,0,15,4,0,4,2,0,0,8,368,0.47361647361647363
1275,0,0,0,3,15,2,6,29,8,44,54,3,1,0,1,1,0,42,5,8,6,9,0,0,3,2,0,34,0,13,1,0,0,0,0,0,1,291,0.5564053537284895
1276,0,0,0,7,24,1,4,29,4,67,54,0,4,0,0,1,0,37,6,4,7,9,0,0,2,9,2,52,1,14,3,0,1,0,0,0,2,344,0.4963924963924964
1277,0,0,1,4,20,2,9,34,9,52,58,2,2,1,0,3,1,47,0,6,11,17,0,0,4,3,0,38,0,16,0,0,0,0,0,0,3,343,0.4513157894736842
1278,0,0,1,9,28,0,7,32,3,84,65,1,3,0,0,1,0,50,9,5,11,16,0,2,3,7,2,41,0,21,2,0,3,2,1,0,7,416,0.5353925353925354
1279,0,0,1,1,16,1,3,16,9,63,65,2,1,0,0,1,0,44,4,2,10,13,0,0,1,2,3,27,1,16,1,0,3,1,0,0,2,309,0.5797373358348968
1280,0,0,0,4,30,0,11,18,7,110,85,1,2,0,0,0,0,48,4,9,13,23,0,0,3,2,2,41,0,8,0,0,0,0,0,2,8,431,0.5840108401084011
1281,0,0,0,3,7,3,7,16,0,26,17,0,3,0,0,2,0,12,2,4,17,11,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,136,0.1640530759951749
1282,0,0,0,6,19,1,8,14,3,58,60,0,5,0,0,0,2,41,3,1,10,9,0,1,1,11,2,50,0,17,1,0,2,0,0,0,1,326,0.4611032531824611
1283,0,0,1,4,22,2,7,27,3,52,51,0,4,0,0,0,1,36,5,9,10,15,0,0,1,2,3,32,1,9,1,0,1,0,0,1,0,300,0.4665629860031104
1284,0,0,0,1,38,0,10,23,8,79,101,1,1,0,0,1,0,61,6,11,19,18,1,1,4,8,1,49,2,20,3,0,1,4,0,1,8,481,0.5144385026737968
1285,0,0,0,3,20,0,7,18,2,68,76,1,4,0,0,5,0,47,5,6,15,5,0,0,7,1,1,33,4,10,3,0,0,2,0,0,11,354,0.5505443234836703
1286,0,0,1,6,24,1,16,18,4,68,85,2,4,0,0,0,0,29,5,6,13,9,3,0,1,2,1,24,0,8,1,1,0,1,0,0,1,335,0.48833819241982507
