SEZIONE,PARTITO DELLE BUONE MANIERE,MPL MOVIMENTO POLITICO LIBERTAS,"IL POPOLO DELLA FAMIGLIA ""NO GENDER NELLE SCUOLE""",DEMOS DEMOCRAZIA SOLIDALE,LISTA CIVICA GUALTIERI SINDACO,PARTITO SOCIALISTA ITALIANO PSI,ROMA FUTURA FEMMINISTA EGUALITARIA ECOLOGISTA,SINISTRA CIVICA ECOLOGISTA,EUROPA VERDE ECOLOGISTA - EUROPEAN GREEN PARTY - VERDI,PD PARTITO DEMOCRATICO,CALENDA SINDACO,PARTITO COMUNISTA MARCO RIZZO,POTERE AL POPOLO,FIGLI D'ITALIA BAMBINI NEL MONDO CARLO PRIOLO SINDACO,MOVIMENTO STORICO ROMANO LISTA NERONE,REVOLUZIONE CIVICA,RICONQUISTARE L'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA,RINASCIMENTO SGARBI MICHETTI SINDACO CAMBIAMO ROMA,LISTA CIVICA MICHETTI SINDACO,LEGA SALVINI PREMIER,FORZA ITALIA - BERLUSCONI PER MICHETTI - LIBERTAS - UNIONE DI,PARTITO LIBERALE EUROPEO ROMA CON MICHETTI,ITALIA DEI VALORI,VERITA' 3V LIBERTA',CULTURA E INNOVAZIONE ROMA ECOLOGISTA VIRGINIA RAGGI SINDACA,"SPORTIVI PER ROMA ""VIRGINIA RAGGI SINDACA""","MOVIMENTO CINQUE STELLE ""2050""","ROMA DECIDE ""VIRGINIA RAGGI SINDACA""","LISTA CIVICA ""VIRGINIA RAGGI""","CON LE DONNE PER ROMA ""VIRGINIA RAGGI SINDACA""",PARTITO COMUNISTA DEI LAVORATORI,PCI,PARTITO GAY LGBT+ SOLIDALE AMBIENTALISTA LIBERALE,PROGETTO CIVICO ATTIVA ROMA,MOVIMENTO IDEA SOCIALE M.I.S.,ROMA TI RIGUARDA BERDINI SINDACO PARTITO DEL SUD,TOTALE,AFFLUENZA
1287,0,0,0,5,26,0,7,31,8,56,87,2,5,0,0,1,1,63,13,15,14,10,0,2,2,7,2,48,1,22,0,0,2,2,0,1,5,439,0.5413070283600493
1288,0,0,0,3,35,0,8,28,3,75,74,2,5,0,0,1,0,47,7,7,8,20,2,0,0,3,2,43,2,12,4,0,0,2,0,1,0,396,0.5142857142857142
1289,0,0,0,11,19,4,7,14,7,37,50,1,2,0,0,0,0,41,5,4,14,11,0,2,2,7,0,20,1,10,2,1,2,1,0,1,3,279,0.4955595026642984
1290,1,0,2,6,26,1,5,31,2,56,61,0,1,0,0,0,1,46,4,6,21,9,0,0,1,3,1,32,0,7,1,0,2,1,0,0,1,328,0.5403624382207578
1291,0,0,0,0,14,1,1,19,4,35,36,0,6,0,0,0,0,51,8,4,13,14,0,1,3,1,6,37,4,15,1,0,1,1,1,2,2,281,0.4120234604105572
1292,0,0,3,0,18,0,1,26,2,52,48,1,1,0,0,1,0,34,5,4,17,11,0,1,7,3,1,55,0,15,4,0,3,2,1,1,3,322,0.435723951285521
1293,0,0,0,5,7,0,9,35,4,51,22,4,3,0,0,0,3,60,6,11,20,15,0,0,2,9,1,36,1,19,3,0,0,1,0,0,2,329,0.5172955974842768
1294,0,0,0,2,1,0,0,0,0,23,8,1,1,0,0,0,0,8,0,1,6,3,0,0,0,3,0,10,0,2,0,0,0,0,0,1,0,70,0.4605263157894737
1295,0,0,0,9,25,1,7,16,1,97,101,0,5,0,1,1,0,44,5,8,14,4,0,1,5,1,0,27,2,17,1,0,3,0,0,2,7,405,0.45050055617352613
1296,0,0,1,10,13,1,13,7,1,47,52,2,4,0,0,0,0,18,6,9,12,1,0,0,0,4,2,22,0,7,0,0,3,0,0,0,2,237,0.5074946466809421
1297,0,0,0,4,14,0,5,7,6,63,26,0,7,0,0,1,1,23,6,2,9,6,0,0,2,2,1,19,0,15,1,0,2,2,1,1,2,228,0.47107438016528924
1298,0,0,1,10,28,0,8,5,4,68,48,1,2,0,0,1,1,61,6,7,20,13,0,0,3,3,1,35,1,16,2,0,1,4,0,1,0,351,0.40813953488372096
1299,0,1,1,10,31,2,10,3,3,60,71,4,1,0,1,0,0,43,13,7,16,9,0,1,2,6,0,28,0,22,2,2,0,0,1,0,3,353,0.46941489361702127
1300,0,0,0,5,13,1,9,13,2,40,49,1,1,0,1,1,0,43,6,9,20,16,0,0,4,3,2,39,4,14,1,0,1,0,0,0,2,301,0.4505988023952096
1301,0,0,0,3,19,4,8,6,5,76,69,1,2,0,0,0,0,63,13,8,26,11,2,2,6,4,0,26,0,10,1,1,1,0,0,1,5,373,0.49601063829787234
1302,0,0,0,7,13,1,3,1,1,61,42,2,0,0,0,1,0,54,9,8,22,10,0,0,0,2,3,36,0,17,2,0,2,1,1,2,0,301,0.4755134281200632
1303,0,0,1,8,23,1,6,4,5,76,45,3,5,0,2,1,2,37,5,3,25,8,0,2,4,7,6,44,0,19,0,0,3,1,0,0,0,346,0.4701086956521739
1304,0,0,0,11,13,2,4,9,3,67,62,0,1,1,0,2,2,69,7,8,35,12,1,2,3,3,3,26,2,15,2,1,2,0,2,0,4,375,0.5040322580645161
1305,0,0,1,1,15,0,5,3,1,56,44,2,0,0,0,0,0,58,4,10,32,16,0,0,2,5,0,36,0,22,2,1,1,1,0,0,1,321,0.49233128834355827
1306,0,0,0,4,14,1,2,2,1,44,49,2,5,0,0,5,1,66,11,9,17,20,0,0,1,3,3,46,0,16,0,0,5,0,0,0,0,327,0.41183879093198994
1307,0,0,0,20,15,0,1,10,3,66,74,1,0,0,0,1,1,68,11,6,35,16,3,0,0,5,8,56,1,23,2,0,2,0,0,0,3,432,0.45908607863974493
1308,0,0,0,2,9,1,2,3,3,33,18,0,2,0,2,2,0,77,5,9,22,15,2,1,1,3,4,43,2,22,2,0,0,1,0,0,0,286,0.3907103825136612
1309,0,0,0,7,11,1,8,7,2,56,38,0,1,0,0,0,0,43,8,8,30,10,0,0,1,6,1,30,0,12,3,0,2,4,0,1,1,291,0.43047337278106507
1310,0,0,1,12,33,0,6,5,6,81,63,1,3,0,0,2,0,83,16,9,39,18,0,1,4,5,3,52,2,23,3,0,1,2,0,1,4,479,0.5031512605042017
1311,0,0,0,6,13,2,7,8,5,39,55,1,0,0,0,1,0,39,5,10,18,8,0,0,0,2,1,40,0,8,0,0,1,0,0,0,3,272,0.6004415011037527
1312,0,0,0,2,12,0,3,10,2,47,47,0,2,0,0,2,0,47,5,11,26,8,0,0,4,2,3,41,0,16,0,0,5,3,0,0,1,299,0.5446265938069217
1313,0,1,0,3,28,1,4,9,3,76,97,1,1,0,0,1,0,61,9,10,17,10,1,0,0,2,1,28,0,15,0,0,1,4,0,0,2,386,0.5052356020942408
1314,0,0,0,0,16,0,7,9,8,58,66,2,5,0,0,0,0,46,19,15,18,14,0,1,5,2,2,31,0,15,1,0,2,2,0,0,3,347,0.5490506329113924
1315,0,0,1,7,27,0,8,9,3,69,89,0,2,0,0,3,0,41,14,8,27,11,1,1,7,7,2,37,1,18,0,1,1,1,0,2,5,403,0.5337748344370861
1316,0,0,0,10,26,1,5,6,4,52,56,3,0,0,0,0,2,50,12,18,34,16,5,5,3,4,3,27,2,18,0,0,2,5,1,1,2,373,0.43779342723004694
1317,0,0,0,12,10,0,5,8,4,31,47,1,1,0,0,2,1,37,7,5,20,5,0,0,0,9,5,36,1,19,1,0,1,2,0,0,0,270,0.4560810810810811
1318,0,0,1,6,12,0,3,6,1,52,50,2,1,0,0,0,0,58,15,17,28,7,0,0,0,1,1,18,0,10,2,0,0,4,1,0,0,296,0.3829236739974127
1319,1,0,1,3,15,1,5,2,5,45,46,0,2,0,0,1,0,45,8,9,25,19,1,1,4,4,0,43,1,31,2,0,1,1,0,0,0,322,0.4050314465408805
1320,0,1,1,5,10,1,6,10,5,35,34,0,2,0,0,1,2,44,5,12,24,10,0,1,1,5,1,29,0,18,2,0,1,3,0,1,1,271,0.41437308868501527
1321,0,0,1,5,20,0,10,4,2,43,49,1,3,0,0,2,0,43,5,12,11,11,0,0,1,3,2,41,1,30,6,0,0,1,1,0,0,308,0.5470692717584369
1322,0,0,0,2,22,1,5,9,3,82,64,0,1,0,0,0,2,59,10,8,22,13,1,0,2,6,2,41,0,26,4,1,1,0,0,1,0,388,0.5187165775401069
1323,0,0,0,4,8,0,9,8,0,54,47,1,1,0,0,0,0,34,5,4,21,8,0,3,0,4,2,33,0,15,1,0,2,0,0,0,2,266,0.4297253634894992
1324,0,0,0,4,11,1,1,4,3,40,37,1,3,1,0,0,0,36,7,6,19,17,0,0,3,1,2,29,0,16,3,0,1,2,0,0,5,253,0.44
1325,0,0,0,3,27,1,3,2,4,70,70,0,2,0,0,0,1,55,8,5,25,12,0,0,5,4,2,40,0,29,5,0,1,4,0,0,1,379,0.5398860398860399
1326,0,1,0,3,18,0,3,9,1,63,50,2,3,0,0,1,1,50,5,7,29,15,0,6,4,6,2,30,1,12,3,0,2,2,0,1,3,333,0.43586387434554974
1327,0,0,0,5,20,1,5,5,2,61,53,1,0,0,0,1,0,55,4,9,31,11,2,0,3,6,1,35,0,21,0,0,1,1,0,0,3,337,0.4848920863309353
1328,0,0,0,3,25,0,1,2,2,89,67,1,1,0,0,3,0,56,10,12,40,17,1,1,2,6,3,36,1,9,4,0,4,0,0,0,1,397,0.52443857331572
1329,1,0,0,6,21,0,3,4,5,37,39,3,2,0,0,0,0,56,6,9,17,12,0,0,0,3,2,29,0,11,1,0,0,2,0,0,0,269,0.45058626465661644
1330,0,0,1,5,15,0,5,1,2,44,44,1,2,0,0,7,0,43,7,5,12,12,0,2,3,4,0,32,1,6,2,0,0,1,0,0,2,259,0.44047619047619047
1331,0,0,0,5,26,1,5,7,2,53,46,2,0,0,0,2,0,69,11,10,21,14,0,0,2,9,3,56,0,17,2,0,3,1,0,2,1,370,0.45012165450121655
1332,0,0,0,7,17,1,4,9,4,73,64,1,2,0,0,0,1,68,3,17,19,14,0,0,7,3,1,48,0,13,3,0,0,2,1,1,1,384,0.47116564417177914
1333,0,0,0,2,3,0,1,1,2,35,34,0,1,0,0,0,0,39,10,11,9,11,4,0,1,4,1,29,0,12,0,0,5,0,0,0,1,216,0.439918533604888
1334,0,0,0,4,26,0,0,6,5,48,43,5,5,0,0,0,0,52,4,8,25,6,0,1,4,2,7,38,1,14,1,1,0,1,0,0,1,308,0.5008130081300813
1335,0,0,1,2,29,1,3,8,2,51,32,1,1,0,0,0,3,41,5,8,15,8,0,0,0,1,1,19,1,13,1,0,1,0,0,0,1,249,0.4337979094076655
1336,0,0,2,1,9,2,5,15,1,53,54,0,1,0,0,2,0,39,3,10,25,9,0,0,1,0,1,39,1,17,1,0,1,1,0,2,0,295,0.4351032448377581
1337,2,0,0,1,15,3,5,10,2,58,66,0,0,0,0,2,0,57,7,4,29,6,1,0,0,4,0,26,2,25,4,0,2,2,0,0,1,335,0.49556213017751477
1338,0,0,0,7,32,2,0,10,1,49,46,2,1,0,0,0,0,75,14,10,27,14,0,1,6,4,0,41,0,24,3,0,2,1,1,1,0,375,0.48828125
1339,0,0,0,5,17,3,3,11,5,62,40,0,1,0,0,2,0,70,8,9,33,12,0,1,1,1,1,57,0,7,3,0,3,2,0,1,2,361,0.4397076735688185
1340,0,0,0,2,10,1,2,11,0,47,35,2,1,0,0,0,0,28,4,4,15,10,0,0,3,0,0,24,0,8,0,0,3,0,0,2,0,212,0.4317718940936864
1341,0,0,0,3,15,0,0,21,0,39,23,4,2,0,3,0,1,40,10,5,11,10,0,0,0,3,0,28,1,6,0,0,4,1,0,1,0,231,0.39827586206896554
1342,0,0,0,2,13,0,2,12,0,35,28,3,1,0,0,0,1,76,8,6,30,18,1,1,0,3,2,29,0,14,0,0,1,2,0,0,1,289,0.4294205052005943
1343,0,0,0,4,20,1,5,7,5,45,0,0,0,0,0,0,0,49,5,5,27,5,1,0,0,5,2,32,5,15,3,0,0,0,0,0,0,241,0.3629518072289157
1344,0,0,0,1,8,0,1,11,0,35,27,6,1,0,0,0,1,68,5,4,18,6,1,0,3,2,5,40,15,1,3,0,3,0,0,1,2,268,0.3946980854197349
1345,0,0,0,2,11,0,0,14,2,45,26,0,3,0,0,0,0,77,3,3,18,5,0,1,2,5,3,40,0,15,1,0,0,1,1,0,0,278,0.3453416149068323
1346,0,0,0,7,20,1,4,6,3,79,39,0,3,0,0,2,0,63,11,19,47,10,1,1,11,5,0,38,1,24,1,0,1,3,0,0,2,403,0.47862232779097386
1347,0,0,1,4,12,0,3,1,2,62,25,0,0,0,1,2,3,66,9,11,24,7,0,0,0,5,1,36,1,26,3,0,3,0,0,1,0,310,0.39540816326530615
1348,0,0,1,4,15,0,1,13,2,68,52,1,3,0,0,2,0,93,6,8,35,11,0,0,1,5,2,53,1,22,6,0,1,2,0,0,4,412,0.4593088071348941
1349,0,0,0,6,27,1,2,4,1,46,40,0,4,0,3,1,0,90,6,9,37,4,0,0,2,5,1,52,2,15,9,0,2,1,0,0,2,372,0.4856396866840731
1350,0,0,1,3,30,0,3,5,3,52,45,2,1,0,1,1,0,82,9,7,43,5,1,2,3,3,10,66,1,24,4,0,3,1,1,3,2,418,0.45091693635382957
1351,0,0,0,1,12,1,3,3,3,49,28,1,1,0,0,2,0,73,8,12,40,11,0,5,2,1,0,57,0,0,5,0,2,3,0,2,3,328,0.411543287327478
1352,0,0,0,1,11,0,0,7,1,51,22,4,0,0,0,0,0,39,10,4,19,9,0,0,5,2,1,32,1,10,2,0,3,0,0,0,1,235,0.3790322580645161
1353,0,0,1,5,7,0,1,1,1,30,25,0,2,0,0,0,0,65,4,7,27,13,0,2,0,3,1,31,1,6,1,0,1,1,0,1,0,237,0.3410071942446043
1354,0,0,1,2,16,0,1,4,2,70,46,2,4,0,0,2,1,55,4,2,17,8,0,0,2,5,3,37,0,10,2,0,1,1,0,0,3,302,0.49185667752442996
1355,0,0,2,2,11,1,2,11,4,50,46,2,3,0,0,0,0,56,10,11,26,6,0,0,2,4,1,36,0,8,1,0,0,1,0,1,1,299,0.45858895705521474
1356,0,0,0,7,20,1,4,5,1,47,77,2,3,0,0,0,0,49,7,7,23,7,0,1,2,5,1,27,0,11,4,0,2,0,0,1,2,316,0.5984848484848485
1357,0,0,1,6,23,0,3,6,4,66,65,0,3,1,0,0,0,54,4,4,11,13,1,3,4,2,1,34,0,10,1,0,0,1,0,1,0,322,0.563922942206655
1358,0,0,1,14,15,1,7,8,5,71,106,1,1,0,2,1,0,56,4,12,19,26,0,0,5,5,5,34,1,29,1,0,1,0,0,1,2,434,0.5841184387617766
1359,0,0,1,5,16,0,13,8,5,66,76,1,1,0,0,3,0,75,6,11,23,14,0,0,6,2,3,36,0,24,9,1,3,0,0,1,0,409,0.5074441687344913
1360,0,0,0,14,25,0,4,5,5,97,62,1,2,0,0,0,0,72,4,11,28,1,0,2,7,2,39,2,10,2,0,0,2,0,2,0,2,401,0.510828025477707
1361,0,0,0,12,15,3,5,7,2,91,85,0,3,0,0,0,0,68,6,7,15,18,0,0,3,2,3,41,0,17,4,1,2,1,1,0,4,416,0.5801952580195258
1362,0,0,0,10,24,5,7,13,5,98,89,0,2,0,0,3,2,49,7,5,17,15,1,1,0,5,5,48,2,17,3,1,1,1,0,0,1,437,0.5277777777777778
1363,0,0,1,2,18,2,5,6,4,92,63,1,1,0,1,0,0,69,7,8,13,16,1,0,0,4,4,33,0,12,0,0,1,2,0,0,2,368,0.49132176234979974
1364,0,0,0,2,6,0,6,9,2,50,51,1,2,0,0,0,0,61,6,4,16,12,0,1,6,1,1,29,0,16,1,1,1,0,0,0,2,287,0.4815436241610738
1365,1,0,1,14,11,0,9,7,3,70,48,1,1,0,0,0,0,51,3,4,11,7,2,0,2,4,4,37,1,11,3,0,0,0,0,0,0,306,0.5303292894280762
1366,0,0,1,8,17,0,7,9,4,70,50,1,2,0,0,0,1,55,5,8,17,12,2,0,3,5,3,48,0,17,1,0,5,0,0,0,0,351,0.5050359712230216
1367,0,0,0,7,25,0,3,2,5,79,80,1,4,0,0,0,0,65,11,10,25,11,0,2,0,3,4,35,2,19,1,0,2,3,0,0,0,399,0.5355704697986577
1368,0,0,0,8,21,0,6,4,1,76,92,4,1,0,0,1,0,62,11,14,35,17,1,0,4,2,1,39,1,23,2,0,1,1,1,1,0,430,0.5748663101604278
1369,0,0,0,7,20,1,8,12,1,74,75,3,3,0,0,0,0,62,8,8,24,13,0,0,6,5,6,45,3,18,3,0,2,2,0,0,7,416,0.5245901639344263
1370,0,0,0,4,23,0,7,3,5,78,74,2,6,0,1,0,0,63,6,18,14,6,0,0,3,3,3,43,0,17,1,1,2,6,0,0,2,391,0.5491573033707865
1371,1,0,4,14,20,3,2,3,6,64,75,3,3,0,0,0,0,69,5,7,14,12,1,0,4,7,0,28,0,10,2,0,0,2,0,1,3,363,0.4879032258064516
1372,0,0,0,1,18,0,9,10,1,124,65,0,3,0,0,1,0,71,12,11,27,6,1,0,1,4,1,40,0,23,2,0,1,1,0,0,2,435,0.549936788874842
1373,0,0,0,2,33,0,7,4,1,100,83,0,1,0,1,1,0,105,10,14,41,12,0,0,5,5,1,39,0,16,2,0,2,1,1,0,1,488,0.556442417331813
1374,0,0,1,5,25,0,10,7,2,125,123,3,2,0,0,1,2,105,8,7,32,15,0,1,4,5,4,38,0,19,1,0,2,0,0,1,0,548,0.5786694825765576
1375,0,0,0,2,31,1,12,6,11,106,45,4,2,0,3,1,1,60,12,12,26,18,0,0,2,4,1,37,0,8,1,0,1,1,1,0,2,411,0.4898688915375447
1376,0,0,2,3,30,2,10,12,5,77,118,0,3,0,0,1,1,66,5,5,29,9,0,0,0,1,1,38,0,16,0,0,0,0,0,1,3,438,0.5622593068035944
1377,1,0,1,3,34,4,7,13,5,112,95,0,3,0,1,1,0,77,1,11,24,5,1,0,1,2,1,42,1,21,5,1,2,2,0,3,0,480,0.5251641137855579
1378,0,0,0,8,25,3,3,4,5,82,88,3,7,0,0,0,0,58,5,7,14,17,0,0,1,6,2,26,0,24,0,0,0,2,2,0,1,393,0.563845050215208
1379,0,2,0,1,18,1,9,4,1,92,97,0,2,0,1,0,1,53,6,7,25,12,0,0,6,3,0,50,1,18,2,0,1,0,1,1,3,418,0.5435630689206762
1380,0,0,0,2,19,9,2,4,3,68,85,0,0,0,0,0,0,83,9,3,25,10,0,0,0,2,1,21,0,23,1,0,0,0,0,0,0,370,0.5323741007194245
1381,0,0,0,2,29,3,5,3,0,68,114,0,0,0,0,1,0,72,6,7,39,11,1,0,3,2,2,21,0,7,1,0,1,0,0,0,0,398,0.5743145743145743
1382,0,0,2,3,21,1,7,6,2,58,47,3,0,0,0,0,0,56,11,5,20,12,0,0,2,3,0,37,0,14,0,0,2,0,0,0,0,312,0.45949926362297494
1383,0,0,0,11,29,4,11,13,7,99,98,2,6,0,0,0,0,44,11,6,11,19,0,0,2,4,0,14,0,4,0,1,2,1,0,0,3,402,0.49385749385749383
1384,0,0,1,9,19,0,6,6,3,79,122,0,0,0,0,0,0,31,1,7,4,3,1,0,2,4,2,9,0,10,0,0,0,1,0,0,2,322,0.5375626043405676
1385,0,0,0,12,29,0,11,6,4,53,91,0,1,0,0,0,0,23,11,6,14,10,0,0,0,5,3,13,0,8,2,0,1,3,0,0,6,312,0.4992
1386,0,0,1,6,23,3,16,8,1,72,98,1,2,0,0,0,1,59,9,8,18,15,0,3,2,6,1,33,1,18,2,1,1,4,0,0,1,415,0.5067155067155067
1387,0,0,1,8,27,3,7,23,6,66,94,1,3,0,1,1,0,39,11,3,26,9,0,0,3,2,1,26,0,12,0,0,1,1,0,0,0,375,0.4664179104477612
1388,0,0,1,11,10,2,8,15,3,61,98,1,4,0,0,0,0,41,8,8,15,4,0,0,0,3,2,25,0,18,4,0,1,1,0,0,0,345,0.4872881355932203
1389,0,0,1,11,19,4,10,8,4,50,15,0,4,0,0,0,0,36,4,8,14,11,0,0,0,4,1,29,1,13,0,0,2,1,0,0,9,259,0.39064856711915535
1390,0,1,0,10,29,1,14,10,7,100,103,4,2,0,0,1,1,38,3,5,12,8,0,0,2,6,1,28,1,9,2,0,1,0,1,0,2,402,0.5694050991501416
1391,0,0,0,7,33,0,9,21,18,117,118,0,13,1,0,1,0,43,5,6,12,14,0,0,4,3,0,38,0,8,2,0,2,0,0,0,4,479,0.5388076490438695
1392,0,1,0,9,45,1,12,15,5,141,137,0,3,0,0,1,0,34,5,5,9,7,1,1,9,1,1,20,0,13,1,0,0,3,0,0,3,483,0.6305483028720626
1393,0,0,1,16,42,0,12,9,5,119,132,0,2,0,0,0,0,44,6,10,17,18,0,0,3,9,3,31,2,13,0,0,1,1,1,0,5,502,0.6427656850192062
1394,1,0,0,10,45,1,9,18,5,105,124,3,3,0,0,0,0,44,3,0,7,12,0,1,2,3,1,21,2,10,1,0,2,4,2,1,2,442,0.5423312883435583
1395,1,0,1,9,36,0,17,16,4,100,137,2,4,0,0,0,0,44,7,5,18,12,1,0,3,2,1,25,0,6,3,0,2,0,0,0,1,457,0.5997375328083989
1396,0,0,0,14,22,1,2,10,3,78,105,0,0,0,0,1,0,32,1,5,11,7,1,0,1,3,1,26,0,11,1,0,1,2,0,0,0,339,0.5432692307692307
1397,0,0,0,11,23,2,14,9,5,98,133,0,1,0,0,0,0,72,9,7,14,8,0,0,0,5,0,42,0,13,2,0,0,1,0,0,0,469,0.5353881278538812
1398,0,0,0,16,37,0,14,18,8,129,132,1,5,0,0,1,0,29,9,7,6,9,1,0,1,3,3,24,0,10,1,0,3,2,0,0,1,470,0.5788177339901478
1399,0,0,0,14,49,1,16,18,5,88,97,3,6,0,1,0,0,54,3,8,19,13,0,0,4,6,2,34,0,6,3,1,0,0,0,0,1,452,0.553921568627451
1400,0,0,0,4,39,0,11,6,4,77,114,1,0,0,1,0,2,32,11,4,6,10,0,0,0,2,1,18,1,6,0,0,1,0,0,1,3,355,0.5581761006289309
1401,0,0,0,13,5,3,0,5,0,101,138,5,9,0,0,0,0,54,10,11,11,19,0,0,4,1,4,24,2,8,2,0,0,1,1,0,3,434,0.49318181818181817
1402,0,0,2,11,32,2,9,18,3,142,170,0,3,0,0,1,0,44,4,5,17,14,0,0,1,4,1,24,2,0,1,3,2,0,0,0,6,521,0.5860517435320585
1403,0,0,0,10,37,1,18,16,7,138,107,5,9,0,0,0,2,30,2,6,11,14,0,0,2,3,0,23,0,6,0,0,2,0,0,0,2,451,0.6053691275167785
1404,0,0,0,12,43,2,7,16,8,108,162,3,8,0,0,1,2,47,7,10,25,14,0,0,4,8,0,26,16,10,2,0,1,0,0,0,5,548,0.576235541535226
1405,0,0,0,4,47,4,14,13,7,117,120,3,9,0,0,1,0,34,5,6,13,8,0,0,11,2,2,17,0,6,0,1,0,0,1,0,2,447,0.5873850197109067
1406,0,0,1,19,34,4,14,15,6,104,114,0,3,0,0,0,0,55,5,9,17,9,1,0,3,11,1,30,2,5,1,1,2,0,0,0,3,469,0.5616766467065868
1407,0,0,0,4,19,1,12,6,3,80,85,1,1,0,0,0,0,34,3,6,11,5,1,0,3,6,3,14,0,11,2,0,0,1,0,0,1,313,0.5452961672473867
1408,0,0,0,5,14,0,4,7,7,94,88,1,2,0,0,0,0,71,9,7,16,7,1,0,0,7,3,25,0,13,2,0,0,3,1,0,3,390,0.5500705218617772
1409,0,0,0,21,19,1,8,9,3,103,62,1,3,0,0,0,1,53,7,10,14,13,0,1,5,0,3,22,1,6,1,1,0,1,0,1,1,371,0.4973190348525469
1410,0,0,0,14,24,0,6,17,5,67,74,0,3,0,0,1,0,65,8,8,20,9,0,1,3,5,1,45,0,16,0,0,2,1,0,0,6,401,0.4768133174791914
1411,0,0,0,8,14,1,8,6,3,70,55,1,4,0,1,0,0,28,1,2,16,8,1,0,3,1,0,23,0,8,0,0,0,1,0,1,2,266,0.4767025089605735
1412,0,0,0,6,25,2,10,7,6,114,92,0,0,0,0,0,0,76,7,14,20,8,0,1,0,5,2,34,1,14,1,0,0,0,0,0,0,445,0.5109070034443168
1413,0,1,0,2,27,0,3,7,4,74,93,2,6,0,0,1,2,57,5,13,16,15,0,0,1,3,2,32,0,6,3,0,2,1,0,0,2,381,0.4612590799031477
1414,0,0,1,4,18,0,7,7,5,82,100,1,3,0,0,0,0,70,10,13,30,17,2,0,2,8,3,31,1,12,2,1,1,0,0,0,2,433,0.5319410319410319
1415,0,0,0,11,19,0,3,3,3,66,52,2,2,0,1,0,0,40,3,5,6,12,0,2,2,0,4,19,2,3,1,0,2,0,1,1,0,265,0.45454545454545453
1416,0,0,0,10,33,2,8,12,2,78,64,2,3,0,0,0,1,60,2,9,24,17,0,2,2,3,2,64,1,18,2,1,2,3,0,1,9,437,0.46737967914438505
1417,0,0,0,3,31,2,9,13,10,68,78,2,4,0,0,2,2,41,8,6,14,10,0,0,4,3,4,30,2,8,2,1,1,0,0,1,4,363,0.5283842794759825
1418,0,0,0,11,34,0,9,29,3,98,139,0,4,0,0,0,2,69,3,7,14,14,0,0,0,3,2,34,0,10,1,0,0,0,0,0,0,486,0.5436241610738255
1419,1,0,0,8,20,1,5,8,6,101,88,0,12,0,0,1,0,57,10,7,14,14,0,1,3,2,1,54,1,12,0,0,0,0,0,0,4,431,0.5149342891278376
1420,0,0,2,9,27,1,7,7,10,89,84,2,3,0,0,1,0,48,3,5,7,9,1,0,4,4,1,50,0,13,2,1,1,0,0,1,4,396,0.4968632371392723
1421,0,0,1,5,21,2,5,18,3,50,62,2,3,0,0,4,0,38,6,4,6,4,0,4,2,4,1,27,0,8,1,0,4,0,0,0,0,285,0.4718543046357616
1422,0,0,0,10,28,2,9,17,3,118,91,0,3,0,0,1,3,61,8,5,13,8,0,1,4,3,0,39,0,15,3,0,4,0,1,0,4,455,0.49835706462212487
1423,5,0,0,8,14,2,8,16,1,75,8,1,7,0,0,2,0,51,9,1,18,14,1,0,4,3,1,29,1,13,0,0,0,1,0,1,5,299,0.4846029173419773
1424,0,1,0,2,29,1,4,3,1,75,35,1,0,0,0,0,0,67,3,11,26,8,0,0,3,7,3,33,5,11,3,0,4,1,0,2,4,343,0.38933030646992056
1425,0,0,0,10,32,1,10,11,6,90,73,2,5,1,1,0,0,32,5,10,18,8,0,0,1,2,3,22,0,12,1,0,1,0,0,0,1,358,0.468586387434555
1426,0,0,0,12,30,1,4,13,5,96,87,0,3,0,0,3,1,37,8,8,8,14,1,1,0,2,1,25,3,9,1,0,3,1,0,0,3,382,0.5950155763239875
1427,1,0,0,7,53,1,13,15,11,104,97,1,4,0,1,0,2,43,5,4,12,8,4,1,6,4,1,19,0,14,1,1,1,1,0,1,6,442,0.5559748427672956
1428,0,0,0,8,22,3,12,16,4,90,105,2,6,0,0,0,1,55,8,12,25,10,0,0,4,6,4,51,2,14,0,1,2,1,0,0,2,466,0.5054229934924078
1429,0,0,0,6,24,0,11,15,6,108,108,0,12,0,0,3,2,65,8,11,14,13,1,3,1,2,2,50,0,18,0,0,1,3,0,0,5,492,0.5899280575539568
1430,0,3,0,3,23,1,10,18,7,102,92,1,2,0,1,3,0,51,4,8,26,6,0,0,4,2,2,39,0,12,2,0,0,1,1,0,2,426,0.5246305418719212
1431,0,0,1,10,34,0,18,27,7,81,93,0,4,0,0,0,1,39,5,7,16,7,1,0,5,1,3,34,1,15,2,0,1,0,0,0,2,415,0.5161691542288557
1432,0,0,2,6,24,0,23,10,6,85,80,1,2,0,0,2,2,57,4,8,24,13,0,0,6,6,1,37,1,8,3,1,1,4,0,2,4,424,0.5108433734939759
1433,4,0,0,8,19,0,8,16,6,77,67,0,3,0,0,0,1,31,3,3,6,3,0,0,4,7,0,25,0,13,1,0,1,0,0,2,0,308,0.537521815008726
1434,0,0,0,6,20,0,4,14,7,80,81,0,3,0,1,0,2,46,3,5,23,7,0,0,1,5,3,38,0,19,1,0,0,0,2,0,4,375,0.5067567567567568
