SEZIONE,ENRICO MICHETTI,ROSARIO TREFILETTI,LUCA TEODORI,VIRGINIA RAGGI,FRANCESCO GRISOLIA,CRISTINA CIRILLO,FABRIZIO MARRAZZO,MARGHERITA CORRADO,GIAN LUCA GISMONDI,PAOLO BERDINI,GIUSEPPE CIRILLO,PAOLO ORONZO MAGLI,FABIOLA CENCIOTTI,ROBERTO GUALTIERI,CARLO CALENDA,MICAELA QUINTAVALLE,ELISABETTA CANITANO,CARLO PRIOLO,SERGIO IACOMONI,MONICA LOZZI,GILBERTO TROMBETTA,ANDREA BERNAUDO,TOTALE,AFFLUENZA
2198,79,0,1,20,0,1,0,0,0,1,0,0,0,114,124,0,2,0,0,0,0,0,342,0.6010544815465729
2199,104,4,3,41,0,1,1,0,1,2,0,0,0,140,138,1,0,0,0,0,0,1,437,0.6305916305916306
2200,71,0,3,29,0,1,0,0,0,2,0,0,0,171,154,2,2,0,0,0,0,0,435,0.6492537313432836
2201,96,0,3,20,1,0,0,0,0,0,0,0,0,111,113,2,2,0,0,0,0,0,348,0.6
2202,101,0,4,30,0,0,0,0,0,0,0,0,0,137,195,2,3,0,0,1,0,1,474,0.7181818181818181
2203,84,0,2,32,0,0,1,0,1,1,0,0,0,121,250,0,2,0,0,0,0,0,494,0.7439759036144579
2204,87,0,1,16,0,0,0,0,0,3,0,0,0,130,179,3,3,0,0,0,0,1,423,0.6578538102643857
2205,110,0,4,41,0,0,0,0,0,1,0,0,0,117,187,1,1,0,0,1,1,1,465,0.7198142414860681
2206,78,0,4,28,0,0,2,1,1,0,0,0,2,150,171,0,0,0,0,0,0,2,439,0.678516228748068
2207,107,1,3,53,0,0,0,0,0,0,1,0,0,171,146,0,0,0,0,0,0,2,484,0.6393659180977543
2208,106,0,1,37,0,2,0,0,0,3,3,1,0,164,160,1,0,0,0,0,0,0,478,0.6503401360544218
2209,104,2,1,37,0,3,0,0,1,1,0,0,1,127,154,2,4,0,0,0,0,0,437,0.6426470588235295
2210,73,0,3,35,0,1,0,0,2,0,0,0,0,140,86,0,1,0,0,0,1,0,342,0.5989492119089317
2211,45,0,1,27,0,0,0,0,0,3,0,0,0,85,88,0,1,0,0,1,0,0,251,0.49604743083003955
2212,99,0,0,14,0,0,1,0,0,0,1,0,0,61,131,1,2,0,0,0,0,3,313,0.577490774907749
2213,54,1,0,35,1,0,0,2,0,3,1,0,1,95,94,0,3,0,0,0,0,0,290,0.48092868988391374
2214,86,1,1,33,0,0,0,0,0,0,0,0,0,62,136,0,0,0,0,0,3,3,325,0.4786450662739323
2215,99,1,1,24,0,0,0,0,1,1,2,0,0,62,206,0,0,0,0,1,0,0,398,0.6039453717754173
2216,104,0,1,27,0,0,0,0,0,2,0,0,0,64,205,0,2,0,0,0,0,0,405,0.5827338129496403
2217,102,1,1,22,0,0,0,0,0,0,0,0,0,94,180,0,0,0,0,0,0,0,400,0.6329113924050633
2218,95,0,1,35,0,1,0,0,0,0,0,0,1,130,180,0,1,0,0,0,0,0,444,0.6132596685082873
2219,142,0,0,29,0,0,0,0,1,0,0,0,0,95,225,1,1,0,0,0,2,1,497,0.6479791395045632
2220,116,1,2,55,0,2,1,0,1,1,1,0,1,71,84,3,0,0,0,0,0,0,339,0.5052160953800298
2221,89,0,5,42,0,0,1,0,1,2,0,0,0,81,99,2,2,0,0,1,1,1,327,0.4924698795180723
2222,86,0,0,32,0,0,0,0,0,0,0,0,0,73,130,0,2,0,0,1,1,2,327,0.5647668393782384
2223,75,0,3,44,0,2,1,0,0,2,0,0,0,93,108,1,4,0,0,0,2,0,335,0.5649241146711635
2224,109,0,4,12,0,0,0,0,0,1,0,0,1,57,183,0,0,0,0,0,0,1,368,0.5777080062794349
2225,94,0,0,42,0,0,0,0,1,0,3,0,1,70,104,0,0,0,0,0,0,0,315,0.47583081570996977
2226,189,0,4,23,0,0,0,0,0,0,1,0,2,99,243,0,0,0,0,0,0,2,563,0.6311659192825112
2227,152,0,2,41,0,0,1,0,2,1,1,0,6,98,244,0,0,0,0,1,1,2,552,0.6112956810631229
2228,180,0,1,39,1,1,1,0,1,0,0,0,6,95,217,1,0,0,0,0,3,0,546,0.5640495867768595
2229,169,0,2,22,0,0,1,0,0,2,0,1,3,91,224,0,1,0,0,0,1,1,518,0.6294046172539489
2230,148,1,2,19,0,0,0,0,0,1,0,2,1,57,179,1,0,0,0,0,1,1,413,0.5768156424581006
2231,96,0,2,20,0,2,1,0,0,0,2,0,1,94,110,1,1,0,0,0,0,1,331,0.5858407079646017
2232,184,0,1,28,0,0,0,0,0,0,0,1,3,65,171,0,0,0,0,0,1,0,454,0.660844250363901
2233,145,3,0,18,0,0,0,0,0,1,0,0,2,84,167,0,0,0,0,0,1,0,421,0.6292974588938715
2234,145,1,2,35,0,0,1,0,0,2,0,0,1,94,181,1,1,0,0,0,0,1,465,0.6275303643724697
2235,125,0,0,24,1,0,0,0,1,3,0,0,0,102,199,0,1,0,0,0,0,1,457,0.64822695035461
2236,213,2,3,161,0,1,1,0,2,1,0,0,0,141,99,3,1,0,0,2,1,2,633,0.611003861003861
2237,161,1,1,39,0,0,0,0,1,2,0,0,0,110,127,0,5,0,0,0,0,1,448,0.6179310344827587
2238,135,0,1,28,1,1,0,0,1,0,0,0,0,75,119,0,0,0,0,0,0,0,361,0.5879478827361564
2239,147,1,2,23,0,0,0,0,0,1,0,0,0,99,247,0,0,0,0,0,0,0,520,0.6272617611580217
2240,158,0,0,38,0,0,0,0,4,0,0,1,0,120,244,0,3,0,0,0,0,4,572,0.6355555555555555
2241,180,2,0,39,0,0,2,0,0,0,0,1,1,79,205,2,0,0,0,0,0,1,512,0.6059171597633136
2242,133,1,4,36,0,0,0,0,0,0,0,0,0,112,217,1,3,0,1,1,1,0,510,0.6335403726708074
2243,152,0,2,40,0,0,1,0,1,0,0,0,0,94,202,1,0,0,0,1,1,0,495,0.61875
2244,193,0,1,40,0,0,0,0,0,1,0,0,0,90,283,0,0,0,0,0,0,0,608,0.6893424036281179
2245,155,0,0,30,0,2,1,0,0,0,0,0,0,98,194,0,0,0,0,0,0,0,480,0.5375139977603584
2246,121,0,1,79,0,0,0,0,0,1,1,0,0,74,67,1,3,0,0,1,0,0,349,0.5287878787878788
2247,78,0,8,94,0,2,0,0,0,1,0,0,0,102,50,2,1,0,0,1,0,0,339,0.4948905109489051
2248,118,0,4,84,0,1,3,0,0,0,0,0,1,98,64,2,2,0,0,0,3,0,380,0.4973821989528796
2249,110,0,3,70,2,2,0,1,0,1,0,0,0,71,49,2,0,0,0,0,2,0,313,0.5032154340836013
2250,86,1,3,50,2,2,0,0,3,2,0,1,0,84,47,2,0,0,0,1,0,1,285,0.45454545454545453
2251,78,1,8,22,1,2,0,0,1,4,2,0,0,77,35,3,0,0,0,0,2,0,236,0.4199288256227758
2252,90,0,3,62,0,1,2,0,0,0,0,0,0,109,42,1,0,0,0,1,0,0,311,0.5298126064735945
2253,91,1,2,77,0,0,0,0,0,1,0,0,1,114,68,0,5,0,0,2,0,0,362,0.47506561679790027
2254,115,1,5,60,1,0,2,0,0,0,0,0,0,103,55,2,1,0,0,1,3,0,349,0.5619967793880838
2255,100,1,1,84,0,2,0,1,0,0,0,0,1,115,67,1,2,0,1,1,0,1,378,0.5257301808066759
2256,138,3,4,83,0,1,2,0,2,1,0,0,0,92,76,3,0,0,1,2,3,0,411,0.4969770253929867
2257,192,0,3,156,0,1,4,0,2,4,0,0,3,126,55,0,8,0,0,3,0,0,557,0.5176579925650557
2258,99,0,3,90,0,1,2,0,0,2,0,0,1,109,66,2,8,1,0,0,1,0,385,0.4974160206718346
2259,121,1,5,64,0,2,2,0,1,0,0,0,0,105,65,2,1,0,4,0,1,0,374,0.48195876288659795
2260,109,0,4,76,0,2,1,0,0,0,0,0,0,87,89,1,2,0,0,0,0,0,371,0.6122112211221122
2261,117,0,3,44,0,1,1,0,0,2,0,0,0,89,61,0,2,0,4,0,0,0,324,0.5110410094637224
2262,129,0,1,97,0,2,1,1,0,1,0,0,1,97,60,1,6,0,0,0,2,1,400,0.6329113924050633
2263,141,0,3,88,0,1,3,0,0,3,0,0,1,110,68,3,2,0,0,0,0,0,423,0.5778688524590164
2264,80,0,2,61,0,0,0,0,1,2,0,0,2,83,74,1,2,0,0,0,0,0,308,0.5193929173693086
2265,106,1,1,89,0,4,0,0,1,0,0,0,0,112,73,2,6,0,0,2,0,0,397,0.5336021505376344
2266,119,0,6,73,0,1,0,0,0,0,0,0,0,91,59,1,3,0,0,0,0,0,353,0.5507020280811232
2267,116,0,2,60,0,4,3,0,0,0,2,0,0,80,44,1,4,0,0,0,1,0,317,0.5213815789473685
2268,94,3,3,55,0,0,2,1,0,1,0,0,0,63,49,1,1,0,0,0,1,2,276,0.4937388193202147
2269,133,0,2,62,0,0,3,0,0,1,0,0,0,70,67,1,0,0,0,2,0,0,341,0.5664451827242525
2270,140,0,3,44,0,0,0,0,1,0,0,0,0,63,61,3,0,0,0,0,3,0,318,0.5389830508474577
2271,115,0,2,80,0,4,0,0,0,0,0,0,0,118,84,1,1,0,0,0,0,0,405,0.5810616929698709
2272,139,1,2,93,0,0,2,0,0,1,0,0,0,123,60,0,1,0,0,0,0,1,423,0.7635379061371841
2273,122,0,1,53,0,2,0,0,0,1,0,0,0,89,93,3,2,0,0,1,0,0,367,0.5938511326860841
2274,98,0,2,50,0,1,0,0,1,1,0,0,1,119,99,1,0,0,0,0,0,1,374,0.6042003231017771
2275,215,0,8,140,0,1,4,0,0,2,1,0,3,130,81,2,4,0,0,0,0,0,591,
2276,146,0,0,92,0,0,1,0,0,2,0,1,0,85,33,0,1,0,0,0,0,0,361,0.5850891410048622
2277,150,0,1,87,0,2,2,0,0,1,0,0,0,121,73,3,3,0,1,1,1,0,446,0.8213627992633518
2278,81,0,0,88,0,1,2,0,2,1,0,0,0,57,11,0,1,0,0,0,0,0,244,0.3495702005730659
2279,139,1,0,91,0,3,4,0,0,1,0,0,0,84,24,2,1,1,1,0,0,0,352,0.6068965517241379
2280,151,1,2,77,0,0,1,0,0,1,0,0,0,90,44,0,2,0,0,0,4,1,374,0.5026881720430108
2281,73,2,3,65,2,0,1,0,0,3,0,0,0,87,43,3,3,0,0,0,0,0,285,0.4398148148148148
2282,134,1,4,109,0,2,1,0,1,9,0,0,0,110,76,5,5,0,0,4,0,0,461,0.7532679738562091
2283,115,1,4,91,0,3,1,1,1,1,0,0,0,66,39,1,4,0,0,0,0,0,328,0.5206349206349207
2284,140,2,2,97,1,1,0,0,1,0,0,2,1,115,41,1,2,0,1,1,0,1,409,0.7409420289855072
2285,141,2,3,128,0,0,0,0,1,0,0,0,1,54,51,0,0,0,1,0,0,0,382,0.596875
2286,137,0,4,77,0,0,4,1,1,3,0,0,1,56,31,3,5,0,1,1,3,1,329,0.4283854166666667
2287,126,2,0,96,0,5,0,0,0,4,0,0,0,59,16,4,0,0,1,0,0,0,313,0.405440414507772
2288,101,0,5,93,0,0,0,0,1,0,1,0,1,59,32,4,2,0,0,0,1,0,300,0.36585365853658536
2289,170,0,1,94,2,0,1,2,0,0,0,0,1,111,63,1,1,0,0,0,1,0,448,0.48642779587404994
2290,136,2,76,0,0,1,1,0,2,0,0,0,0,102,73,0,0,0,1,0,0,1,395,0.575801749271137
2291,114,0,2,76,0,1,2,0,1,0,0,0,0,100,73,4,1,0,0,0,0,0,374,0.5033647375504711
2292,123,0,1,77,0,1,0,0,1,0,0,0,0,93,79,2,0,0,1,0,0,0,378,0.5770992366412214
2293,107,0,0,45,0,0,1,0,0,0,0,0,0,121,56,2,1,0,0,0,0,0,333,0.5388349514563107
2294,104,0,0,92,0,0,0,0,0,1,0,0,0,90,54,3,0,0,0,1,0,0,345,0.5493630573248408
2295,149,0,0,112,0,1,1,0,1,1,1,1,2,117,81,4,4,0,0,1,2,0,478,0.5275938189845475
2296,130,0,2,107,0,5,2,0,0,3,0,1,0,82,68,0,1,0,1,0,1,0,403,0.522697795071336
2297,118,1,1,83,1,4,0,0,1,0,0,0,0,81,40,0,1,0,0,1,1,0,333,0.48401162790697677
2298,102,4,3,98,1,0,2,0,0,0,0,0,0,87,44,0,1,0,1,1,0,0,344,0.46612466124661245
2299,136,1,2,98,0,1,2,0,1,0,0,0,1,110,50,2,2,0,0,0,0,0,406,0.5420560747663551
2300,192,3,2,127,0,1,0,0,0,1,0,1,1,136,79,3,1,0,0,1,2,0,550,0.8052708638360175
2301,178,1,3,111,1,0,1,0,1,1,1,1,1,97,46,2,0,0,1,2,0,0,448,0.8615384615384616
2302,137,1,3,115,1,2,3,0,2,2,1,0,0,85,47,2,1,0,0,2,0,0,404,0.6149162861491628
2303,12,0,0,10,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,41,0.5324675324675324
2304,154,1,6,122,0,2,0,0,2,3,0,0,2,102,71,6,1,0,0,2,1,4,479,0.5122994652406417
2305,160,0,3,67,1,1,0,0,1,3,0,0,0,88,61,2,0,0,0,1,0,0,388,0.5025906735751295
2306,80,0,0,42,0,2,3,0,0,1,0,0,0,78,30,1,3,0,0,0,1,0,241,0.47912524850894633
2307,94,0,3,58,1,1,0,0,1,1,0,0,0,49,28,3,0,0,0,0,0,0,239,0.44095940959409596
2308,127,0,1,72,0,3,1,0,1,0,1,1,0,83,32,1,3,0,0,0,0,0,326,0.4435374149659864
2309,82,0,0,65,0,2,3,0,0,1,0,0,0,64,25,1,1,0,0,0,2,0,246,0.4823529411764706
2310,139,4,1,95,0,3,3,0,0,1,0,0,0,118,58,1,3,1,0,0,2,0,429,0.6941747572815534
2311,103,1,3,79,0,2,2,0,0,2,0,0,1,101,63,0,4,0,0,2,2,0,365,0.519203413940256
2312,148,0,4,62,0,5,4,0,0,1,0,0,1,109,48,2,1,0,0,7,2,0,394,0.5924812030075188
2313,71,0,3,57,0,0,1,0,0,0,0,0,0,68,49,0,2,0,0,1,0,0,252,0.4548736462093863
2314,76,0,2,70,0,1,0,0,1,0,0,0,0,76,49,1,0,0,0,0,0,0,276,0.4623115577889447
2315,53,0,3,47,0,1,1,0,0,0,0,0,0,83,68,1,2,0,1,0,0,0,260,0.5118110236220472
2316,52,0,2,47,0,0,2,0,1,1,0,0,0,70,45,0,1,0,0,0,0,0,221,0.45286885245901637
2317,83,1,1,63,0,1,0,0,0,1,0,0,1,72,47,2,2,0,0,1,0,0,275,0.5218216318785579
2318,144,0,6,112,0,0,0,1,1,0,0,0,0,171,109,1,2,0,0,3,0,1,551,0.5173708920187794
2319,80,1,0,61,0,0,2,0,0,0,0,0,0,124,79,1,1,0,0,1,0,1,351,0.5725938009787929
2320,96,0,1,66,0,2,0,0,0,2,0,0,0,130,78,1,1,0,0,0,0,0,377,0.526536312849162
2321,90,0,1,77,0,0,0,0,0,1,0,0,0,110,89,1,1,0,0,1,0,0,371,0.5587349397590361
2322,96,1,3,65,0,0,0,1,1,0,0,0,0,22,11,0,0,0,0,1,0,1,202,0.33114754098360655
2323,84,0,1,65,1,0,0,0,0,0,0,0,0,76,73,2,2,0,0,0,1,0,305,0.4491899852724595
2324,150,0,0,113,1,0,0,0,0,0,0,0,0,190,126,0,0,0,0,0,0,0,580,0.5882352941176471
2325,115,0,1,78,0,1,2,0,0,0,1,0,0,83,34,2,0,0,0,0,0,0,317,0.4803030303030303
2326,97,0,4,78,0,2,1,1,0,0,0,0,0,86,43,0,4,0,0,22,0,0,338,0.49632892804698975
2327,76,0,1,0,55,1,2,0,1,0,0,1,0,66,39,2,2,1,0,1,0,0,248,0.5414847161572053
2328,80,0,1,71,0,2,2,0,1,2,0,0,0,107,54,2,4,0,0,1,0,0,327,0.5777385159010601
2329,101,0,1,57,0,3,1,0,2,1,0,0,0,98,51,2,2,1,1,0,0,0,321,0.4938461538461538
2330,88,0,0,33,0,4,0,0,0,1,0,0,1,76,38,2,2,0,0,0,3,0,248,0.519916142557652
2331,92,0,5,62,0,2,0,0,1,3,0,0,1,65,63,4,0,0,0,0,1,0,299,0.4776357827476038
2332,86,0,3,33,0,3,1,0,2,0,0,0,0,61,40,0,0,0,0,1,0,0,230,0.49783549783549785
2333,92,0,2,57,0,1,1,0,0,5,0,0,0,78,45,0,0,0,0,2,0,0,283,0.4879310344827586
2334,76,0,0,37,0,2,0,0,1,3,0,1,1,78,51,0,4,0,0,0,0,1,255,0.5120481927710844
2335,127,0,1,33,0,3,1,0,0,1,0,0,0,75,78,0,4,0,0,1,0,0,324,0.6090225563909775
2336,168,0,4,31,0,1,0,1,1,1,0,0,0,78,202,1,1,0,0,0,0,1,490,0.6109725685785536
2337,151,1,4,36,0,0,0,0,0,1,0,0,0,107,155,2,1,0,0,0,0,0,458,0.5647348951911221
2338,137,0,0,47,1,0,0,2,0,1,0,0,0,101,137,1,2,0,0,0,0,1,430,0.5702917771883289
2339,159,1,2,35,0,0,1,0,0,2,0,0,0,109,174,0,3,0,0,0,0,2,488,0.6264441591784339
2340,139,0,1,74,1,1,0,0,3,0,0,0,0,39,21,2,2,0,0,1,0,0,284,0.34932349323493234
2341,141,0,0,81,0,2,2,0,2,0,0,0,1,62,22,1,0,0,1,1,0,0,316,0.386780905752754
2342,131,2,1,103,0,2,1,0,1,0,0,0,0,73,55,1,4,1,0,0,0,0,375,0.4380841121495327
2343,66,1,0,46,1,1,0,0,1,0,0,0,0,20,8,1,2,0,0,2,0,0,149,0.3143459915611814
2344,121,2,3,75,1,1,0,1,0,0,1,0,1,92,52,1,0,0,1,1,1,0,354,0.5093525179856115
2345,245,1,5,121,0,1,2,0,1,0,0,1,1,103,77,1,3,0,1,2,1,1,567,0.5269516728624535
2346,286,1,3,122,0,0,0,0,0,0,0,0,1,97,31,9,2,0,0,3,0,2,557,0.5423563777994158
2347,270,0,1,136,0,0,4,0,0,0,0,0,3,97,73,0,1,0,2,0,0,0,587,0.4831275720164609
2348,206,2,4,133,0,2,2,1,0,3,0,0,0,118,58,2,7,0,0,0,2,0,540,0.45492839090143217
2349,186,1,4,131,2,5,1,0,1,0,0,1,0,97,58,4,1,1,0,2,2,0,497,0.6046228710462287
2350,133,0,0,102,1,1,2,0,0,2,0,0,0,94,49,1,2,0,1,0,0,0,388,0.5315068493150685
2351,102,1,3,78,1,1,1,0,0,2,1,0,0,85,39,1,0,0,0,0,0,0,315,0.4387186629526462
2352,95,1,3,103,0,0,1,0,0,0,1,0,0,43,25,0,0,0,0,0,0,1,273,0.5102803738317757
2353,139,0,1,30,0,1,1,0,1,0,0,0,0,50,232,0,0,0,0,1,0,3,459,0.6079470198675496
2354,76,1,1,40,0,1,0,0,0,3,0,0,0,107,129,2,0,0,0,0,0,2,362,0.5112994350282486
2355,157,0,1,64,1,1,0,0,1,1,0,0,0,150,164,1,2,0,0,0,0,0,543,0.6380728554641598
2356,135,0,0,34,0,0,1,0,0,2,0,0,0,93,131,1,2,0,0,0,0,0,399,0.5596072931276297
2357,119,1,2,48,1,0,2,0,0,4,0,0,0,164,114,1,4,0,1,0,0,0,461,0.5813366960907944
2358,154,0,4,34,0,2,0,0,0,2,0,0,0,125,152,1,0,0,0,0,2,1,477,0.5726290516206483
2359,172,0,2,26,0,1,0,0,0,1,0,0,0,121,230,1,3,0,0,1,1,0,559,0.5556660039761432
2360,222,2,2,25,0,0,0,0,2,5,0,0,0,50,292,2,0,0,0,0,0,0,602,0.6336842105263157
2361,236,0,0,46,0,0,0,0,0,0,0,0,0,71,272,0,3,0,0,0,0,0,628,0.5825602968460112
2362,200,0,5,36,0,0,0,0,0,0,0,0,1,79,251,0,0,0,0,0,0,0,572,0.5737211634904714
2363,223,0,1,30,0,1,1,0,0,2,0,0,0,88,310,1,3,0,0,0,0,1,661,0.5886019590382903
2364,184,0,0,41,0,0,3,0,0,1,0,0,0,101,210,0,2,0,1,2,0,0,545,0.5396039603960396
2365,218,1,3,48,0,0,0,0,1,2,0,0,0,108,230,0,0,0,0,0,0,0,611,0.5978473581213307
2366,152,0,1,45,0,0,0,0,1,1,0,0,1,104,176,1,0,0,0,0,2,0,484,0.6118836915297092
2367,124,1,2,74,0,3,0,1,0,3,0,0,1,139,101,1,1,0,0,1,0,2,454,0.5570552147239264
2368,149,0,3,76,0,1,1,0,0,1,0,0,0,181,114,1,1,0,0,0,1,1,530,0.601589103291714
2369,108,1,7,79,0,0,0,0,0,5,0,0,0,130,107,0,1,0,0,3,3,0,444,0.4820846905537459
2370,102,0,3,64,0,5,0,0,0,1,0,0,0,87,41,3,3,0,0,1,1,0,311,0.48517940717628705
2371,125,1,1,92,0,2,0,1,0,3,0,0,2,118,56,1,2,0,0,2,0,0,406,0.5356200527704486
2372,159,1,2,83,0,3,6,0,1,1,0,0,1,105,54,4,1,0,0,1,0,0,422,0.5281602002503129
2373,136,2,4,111,0,2,0,0,0,3,1,0,0,149,124,2,9,0,0,2,1,2,548,0.5502008032128514
2374,102,0,2,96,0,0,0,1,2,1,0,1,0,107,94,1,7,0,1,0,0,1,416,0.5104294478527608
2375,152,1,2,72,0,0,0,0,1,2,2,0,0,115,86,1,5,0,0,1,0,0,440,0.5398773006134969
2376,140,2,8,74,0,1,0,0,0,0,0,0,0,106,64,0,0,0,0,0,0,1,396,0.5409836065573771
2377,109,0,1,89,1,1,0,0,0,0,1,0,0,121,60,1,0,0,0,0,1,1,386,0.5195154777927322
2378,121,1,6,85,1,0,1,1,1,1,0,1,0,123,72,1,1,0,0,0,1,0,417,0.5965665236051502
2379,122,2,6,100,0,1,1,0,1,2,1,0,2,94,79,2,3,0,0,3,2,0,421,0.5658602150537635
2380,86,1,1,82,0,0,0,0,1,0,0,2,2,137,64,1,4,0,0,3,1,0,385,0.5515759312320917
2381,131,0,5,134,0,3,1,0,2,4,0,0,0,178,79,1,2,0,0,1,0,0,541,0.579849946409432
2382,110,0,2,58,0,1,0,1,1,0,0,0,1,40,22,0,0,0,0,1,0,0,237,0.415061295971979
2383,184,0,7,122,1,1,3,1,1,0,0,0,0,146,24,3,0,0,0,0,0,0,493,0.4181509754028838
2384,173,1,4,110,0,2,1,0,1,3,0,0,2,121,56,2,0,1,2,0,0,1,480,0.42515500442869797
2385,227,0,3,161,0,2,1,0,0,1,2,0,0,120,47,0,1,0,0,2,3,0,570,0.4978165938864629
2386,141,0,1,168,0,1,1,0,0,0,0,0,0,56,19,1,3,0,2,1,0,0,394,0.5136897001303781
2387,182,3,1,151,0,2,1,0,2,0,0,0,0,94,40,2,2,0,0,0,1,0,481,0.47482724580454094
2388,168,1,1,103,0,2,1,0,1,1,0,0,0,71,26,1,2,0,0,5,0,0,383,0.48419721871049304
2389,192,1,4,102,0,1,2,0,1,0,0,0,1,110,38,1,2,0,0,1,0,0,456,0.42736644798500467
2390,181,0,6,144,0,0,2,0,0,3,0,0,0,112,33,3,1,0,0,1,0,0,486,0.4979508196721312
2391,188,1,9,163,0,0,1,0,0,1,0,0,0,95,38,2,0,0,0,1,0,0,499,0.46942615239887114
2392,192,0,4,164,0,2,1,0,0,0,0,1,0,125,49,2,2,0,0,0,0,0,542,0.5098777046095955
2393,215,0,5,221,0,3,2,0,1,6,0,0,2,174,80,3,1,0,0,2,5,1,721,0.5838056680161944
2394,108,0,3,143,1,2,1,0,1,0,0,0,0,87,34,2,3,0,0,0,0,2,387,0.38392857142857145
2395,162,0,1,141,0,0,2,0,0,7,0,0,3,123,55,2,1,0,0,0,0,0,497,0.5139607032057911
2396,143,1,4,195,1,0,0,0,0,0,0,0,0,112,59,2,2,0,0,0,1,0,520,0.5394190871369294
2397,119,0,1,90,0,0,0,0,0,3,0,0,0,58,35,2,1,0,0,0,2,0,311,0.5183333333333333
2398,128,0,3,133,0,5,0,0,0,2,0,0,2,110,75,2,2,0,0,2,0,1,465,0.5260180995475113
2399,132,3,3,160,1,2,1,0,0,1,0,0,0,76,40,1,1,0,0,0,0,0,421,0.5383631713554987
2400,111,0,9,147,0,2,1,0,0,2,0,0,0,145,55,2,5,0,0,0,0,0,479,0.5729665071770335
2401,90,0,5,134,0,0,0,0,0,3,0,0,1,70,41,1,2,0,0,0,1,0,348,0.464
2402,184,0,4,69,0,0,0,0,0,0,0,0,1,100,89,0,0,0,0,0,1,0,448,0.33432835820895523
2403,198,1,3,89,0,0,2,0,0,0,0,0,2,90,87,1,5,0,0,5,0,0,483,0.371824480369515
2404,79,0,1,33,0,0,0,0,0,0,0,1,0,40,39,0,0,2,0,0,1,0,196,0.45161290322580644
2405,145,0,0,60,0,0,0,0,0,2,0,0,1,69,59,0,0,0,0,0,0,1,337,0.5542763157894737
2406,251,0,2,91,0,2,4,0,2,0,0,1,0,94,54,1,2,0,0,1,1,0,506,0.49950641658440276
2407,198,0,8,88,1,4,3,0,0,2,0,2,3,105,105,2,2,1,0,0,3,0,527,0.5161606268364348
2408,158,0,3,78,0,0,2,0,0,1,0,0,1,71,52,4,0,0,0,0,1,1,372,0.4691046658259773
2409,205,1,9,90,0,1,0,0,1,0,2,0,0,103,85,2,3,0,0,0,1,0,503,0.49654491609081935
2410,192,0,2,87,0,0,2,0,0,2,0,1,0,67,41,0,0,0,0,1,9,0,404,0.5172855313700384
2411,200,0,4,71,0,3,1,0,2,0,0,0,0,72,72,1,1,5,0,6,2,0,440,0.546583850931677
2412,210,0,10,77,0,1,2,0,2,0,0,0,0,84,72,2,1,1,1,2,1,2,468,0.5005347593582887
2413,69,1,0,33,0,0,2,0,0,1,0,0,0,40,38,0,1,0,0,1,0,0,186,0.4696969696969697
2414,131,0,2,50,0,1,1,0,0,3,0,0,0,44,143,0,0,0,0,0,0,1,376,0.46941323345817726
2415,181,0,1,34,0,0,0,0,1,3,0,1,0,60,229,0,1,0,1,0,0,0,512,0.5458422174840085
2416,145,0,5,28,0,0,0,0,0,0,0,0,2,84,127,0,2,0,0,1,2,1,397,0.6079632465543645
2417,191,0,2,39,0,0,0,0,0,2,0,0,0,101,156,0,1,0,0,0,0,0,492,0.5005086469989827
2418,237,0,2,84,0,2,3,1,3,1,0,2,1,102,47,3,2,0,1,0,1,0,492,0.5424476295479603
2419,296,3,0,63,0,0,4,0,0,0,0,3,0,84,62,0,1,0,0,1,3,0,520,0.5279187817258884
2420,246,1,0,56,0,2,3,0,0,1,1,0,0,77,42,1,0,0,1,5,0,0,436,0.481767955801105
2421,219,0,2,55,0,3,1,0,1,0,0,0,3,103,35,1,0,2,0,1,3,0,429,0.5535483870967742
2422,205,0,1,73,0,0,1,0,1,0,0,1,1,111,24,1,2,0,1,0,1,0,423,0.5196560196560197
2423,266,0,2,60,0,2,0,0,2,0,0,0,1,85,54,0,2,0,0,1,0,0,475,0.4745254745254745
2424,168,0,1,49,0,1,2,1,0,0,1,1,1,69,41,1,0,0,0,5,0,0,341,0.481638418079096
2425,139,0,0,98,0,0,2,0,0,1,0,3,1,145,28,0,2,0,0,3,0,0,422,0.5165238678090576
2426,140,2,3,81,0,1,0,0,0,1,0,1,0,95,16,2,0,0,0,0,0,0,342,0.4823695345557123
2427,83,0,1,74,0,3,0,0,0,0,0,0,0,47,31,0,1,0,0,1,0,0,241,0.4839357429718876
2428,65,0,4,61,0,2,0,0,1,5,0,0,0,61,23,1,4,0,0,1,2,0,230,0.4781704781704782
2429,79,1,2,93,0,0,1,1,0,0,0,0,1,57,42,0,0,0,0,0,2,0,279,0.4744897959183674
2430,129,1,1,103,0,2,2,2,1,2,0,0,0,94,61,1,0,0,1,0,0,0,400,0.5242463958060288
2431,83,0,3,57,1,2,0,0,0,2,0,0,0,71,35,0,1,0,0,0,4,0,259,0.46415770609318996
2432,81,2,2,87,0,0,1,0,0,3,1,0,0,83,50,1,1,0,0,3,0,0,315,0.5555555555555556
2433,126,0,4,53,0,2,1,0,0,0,0,0,1,55,29,0,1,1,0,0,0,0,273,0.5112359550561798
